행정구역코드,행정구역,위도,경도
2723063100,대구광역시 북구 산격4동,35.89435,128.60224
2723067100,대구광역시 북구 복현1동,35.89349,128.61733
2723067200,대구광역시 북구 복현2동,35.89829,128.62213
2723068000,대구광역시 북구 검단동,35.91731,128.62042
2723069500,대구광역시 북구 무태조야동,35.94613,128.61563
2723073500,대구광역시 북구 태전2동,35.92019,128.55227
2723071500,대구광역시 북구 관문동,35.90698,128.53835
2723077000,대구광역시 북구 읍내동,35.95637,128.54917
2723075000,대구광역시 북구 관음동,35.94448,128.54062
2723072500,대구광역시 북구 태전1동,35.92408,128.54105
2723074500,대구광역시 북구 구암동,35.93181,128.57179
2723079000,대구광역시 북구 노원동,35.89453,128.56514
2723078000,대구광역시 북구 동천동,35.93891,128.55968
2723080000,대구광역시 북구 국우동,35.95977,128.57664
2723064500,대구광역시 북구 대현동,35.88366,128.60789
2726051000,대구광역시 수성구 범어1동,35.85226,128.62661
2726052000,대구광역시 수성구 범어2동,35.86355,128.63331
2726053000,대구광역시 수성구 범어3동,35.8638,128.6231
2726054000,대구광역시 수성구 범어4동,35.85213,128.63802
2726055000,대구광역시 수성구 만촌1동,35.87208,128.64878
2726056000,대구광역시 수성구 만촌2동,35.86158,128.64906
2726056100,대구광역시 수성구 만촌3동,35.85068,128.65149
2726057000,대구광역시 수성구 수성1가동,35.85626,128.61102
2726058000,대구광역시 수성구 수성2·3가동,35.85546,128.61737
2726059000,대구광역시 수성구 수성4가동,35.86417,128.61512
2726060100,대구광역시 수성구 황금1동,35.84042,128.63706
2726060200,대구광역시 수성구 황금2동,35.84451,128.6228
2726061000,대구광역시 수성구 중동,35.8454,128.61208
2726062000,대구광역시 수성구 상동,35.83403,128.61148
2726063000,대구광역시 수성구 파동,35.81688,128.61247
2726064000,대구광역시 수성구 두산동,35.82841,128.62179
2726065100,대구광역시 수성구 지산1동,35.83067,128.63192
2726065200,대구광역시 수성구 지산2동,35.81724,128.63133
2726066100,대구광역시 수성구 범물1동,35.81008,128.6615
2726066200,대구광역시 수성구 범물2동,35.81193,128.64461
2726067000,대구광역시 수성구 고산1동,35.81608,128.70477
2726068000,대구광역시 수성구 고산2동,35.83909,128.67498
2726069000,대구광역시 수성구 고산3동,35.84947,128.71285
2729055000,대구광역시 달서구 두류3동,35.85222,128.55521
2729059000,대구광역시 달서구 본리동,35.84027,128.5383
2729055500,대구광역시 달서구 감삼동,35.84934,128.53912
2729056300,대구광역시 달서구 죽전동,35.85449,128.54096
2729056800,대구광역시 달서구 장기동,35.84321,128.52169
2729057600,대구광역시 달서구 이곡1동,35.85599,128.51139
2729058500,대구광역시 달서구 신당동,35.84773,128.48554
2729060200,대구광역시 달서구 월성2동,35.82551,128.49778
2729062400,대구광역시 달서구 상인1동,35.81878,128.54053
2729062500,대구광역시 달서구 상인2동,35.81347,128.53811
2729062600,대구광역시 달서구 상인3동,35.8132,128.56301
2729062800,대구광역시 달서구 도원동,35.79321,128.55447
2729063000,대구광역시 달서구 송현1동,35.82551,128.55554
2729064000,대구광역시 달서구 송현2동,35.83036,128.54719
2729065000,대구광역시 달서구 본동,35.83033,128.5408
2729057100,대구광역시 달서구 용산1동,35.85622,128.52875
2729057200,대구광역시 달서구 용산2동,35.8603,128.51971
2729057700,대구광역시 달서구 이곡2동,35.85088,128.50355
2729051500,대구광역시 달서구 성당동,35.84455,128.55404
2729053500,"대구광역시 달서구 두류1,2동",35.85736,128.56637
2771025000,대구광역시 달성군 화원읍,35.78446,128.51429
2771025300,대구광역시 달성군 논공읍,35.75669,128.42754
2771025600,대구광역시 달성군 다사읍,35.86649,128.44949
2771031000,대구광역시 달성군 가창면,35.75533,128.61731
2771033000,대구광역시 달성군 하빈면,35.89663,128.43227
2771026200,대구광역시 달성군 옥포읍,35.76462,128.4904
2771026500,대구광역시 달성군 현풍읍,35.68775,128.41836
2771025900,대구광역시 달성군 유가읍,35.68186,128.48534
2771038000,대구광역시 달성군 구지면,35.65729,128.40739
2811052000,인천광역시 중구 연안동,37.45007,126.60069
2811053000,인천광역시 중구 신포동,37.46709,126.62198
2811054000,인천광역시 중구 신흥동,37.45074,126.62741
2811056000,인천광역시 중구 도원동,37.46724,126.6394
2811057000,인천광역시 중구 율목동,37.46959,126.63498
2811058500,인천광역시 중구 동인천동,37.47533,126.628
2811062000,인천광역시 중구 영종동,37.49943,126.53335
2811063000,인천광역시 중구 용유동,37.44791,126.40241
2811063800,인천광역시 중구 운서1동,37.46448,126.44421
2814051000,인천광역시 동구 만석동,37.48624,126.61794
2814052500,인천광역시 동구 화수1·화평동,37.48022,126.63011
2814053000,인천광역시 동구 화수2동,37.48481,126.63114
2814055500,인천광역시 동구 송현1·2동,37.47773,126.63581
2814057000,인천광역시 동구 송현3동,37.48699,126.64088
2814058000,인천광역시 동구 송림1동,37.47589,126.63863
2814059000,인천광역시 동구 송림2동,37.47632,126.64262
2814060500,인천광역시 동구 송림3·5동,37.47346,126.6481
2814061000,인천광역시 동구 송림4동,37.48205,126.66274
2814063000,인천광역시 동구 송림6동,37.48126,126.64819
2814064000,인천광역시 동구 금창동,37.47103,126.64142
2817751000,인천광역시 미추홀구 숭의2동,37.46104,126.64725
2817753000,인천광역시 미추홀구 숭의4동,37.46296,126.65649
2817755000,인천광역시 미추홀구 용현2동,37.45614,126.64388
2817756000,인천광역시 미추홀구 용현3동,37.45578,126.65293
2817757000,인천광역시 미추홀구 용현5동,37.4494,126.63977
2817758000,인천광역시 미추홀구 학익1동,37.43978,126.65253
2817759000,인천광역시 미추홀구 학익2동,37.44307,126.6715
2817760000,인천광역시 미추홀구 도화1동,37.46203,126.6701
2817762000,인천광역시 미추홀구 주안1동,37.46203,126.68183
2817763000,인천광역시 미추홀구 주안2동,37.45617,126.67257
2817764000,인천광역시 미추홀구 주안3동,37.44978,126.67116
2817765000,인천광역시 미추홀구 주안4동,37.45358,126.68728
2817766000,인천광역시 미추홀구 주안5동,37.47001,126.67934
2817767000,인천광역시 미추홀구 주안6동,37.46081,126.69108
2817768000,인천광역시 미추홀구 주안7동,37.44629,126.67789
2817769000,인천광역시 미추홀구 주안8동,37.44666,126.68432
2817770000,인천광역시 미추홀구 관교동,37.44344,126.69282
2817771000,인천광역시 미추홀구 문학동,37.43588,126.68618
2817752000,인천광역시 미추홀구 숭의1·3동,37.4639,126.64345
2817754000,인천광역시 미추홀구 용현1·4동,37.4523,126.65962
2817761000,인천광역시 미추홀구 도화2·3동,37.475,126.66297
2818563000,인천광역시 연수구 옥련1동,37.42104,126.64868
2818575000,인천광역시 연수구 선학동,37.429,126.69614
2818576100,인천광역시 연수구 연수1동,37.42483,126.68017
2818576200,인천광역시 연수구 연수2동,37.41267,126.68293
2818576300,인천광역시 연수구 연수3동,37.41912,126.68792
2818576600,인천광역시 연수구 청학동,37.42483,126.66486
2818578000,인천광역시 연수구 동춘1동,37.40627,126.65858
2818579000,인천광역시 연수구 동춘2동,37.40066,126.67132
2818579500,인천광역시 연수구 동춘3동,37.4083,126.67721
2818564000,인천광역시 연수구 옥련2동,37.4285,126.64782
2818585000,인천광역시 연수구 송도4동,37.39631,126.62134
2818582000,인천광역시 연수구 송도1동,37.3826,126.64667
2818584000,인천광역시 연수구 송도3동,37.36701,126.66985
2820051000,인천광역시 남동구 구월1동,37.44589,126.70944
2820052000,인천광역시 남동구 구월2동,37.45632,126.71512
2820052100,인천광역시 남동구 구월3동,37.44944,126.69694
2820052200,인천광역시 남동구 구월4동,37.44889,126.72356
2820053000,인천광역시 남동구 간석1동,37.46086,126.70236
2820054000,인천광역시 남동구 간석2동,37.46411,126.71109
2820055000,인천광역시 남동구 간석3동,37.4698,126.71552
2820055100,인천광역시 남동구 간석4동,37.46669,126.69733
2820056000,인천광역시 남동구 만수1동,37.4515,126.73268
2820057000,인천광역시 남동구 만수2동,37.46354,126.73535
2820058000,인천광역시 남동구 만수3동,37.46594,126.72677
2820058100,인천광역시 남동구 만수4동,37.45632,126.73707
2820058200,인천광역시 남동구 만수5동,37.45632,126.7264
2820058300,인천광역시 남동구 만수6동,37.44048,126.73974
2820065500,인천광역시 남동구 서창2동,37.42507,126.74811
2820066000,인천광역시 남동구 남촌도림동,37.42804,126.72172
2820069000,인천광역시 남동구 논현1동,37.40881,126.73685
2820070000,인천광역시 남동구 논현2동,37.40862,126.70596
2820071000,인천광역시 남동구 논현고잔동,37.39604,126.70473
2823751000,인천광역시 부평구 부평1동,37.49691,126.71936
2823752000,인천광역시 부평구 부평2동,37.47991,126.71895
2823753000,인천광역시 부평구 부평3동,37.48349,126.70808
2823754000,인천광역시 부평구 부평4동,37.50105,126.72636
2823755000,인천광역시 부평구 부평5동,37.49723,126.73161
2823756000,인천광역시 부평구 부평6동,37.48454,126.72702
2823757000,인천광역시 부평구 산곡1동,37.50288,126.69558
2823758000,인천광역시 부평구 산곡2동,37.50338,126.70407
2823758100,인천광역시 부평구 산곡3동,37.49264,126.70663
2823758200,인천광역시 부평구 산곡4동,37.50272,126.71234
2823759100,인천광역시 부평구 청천1동,37.51596,126.69372
2823759200,인천광역시 부평구 청천2동,37.51421,126.7126
2823764100,인천광역시 부평구 갈산1동,37.5151,126.72664
2823764200,인천광역시 부평구 갈산2동,37.51131,126.72668
2823764600,인천광역시 부평구 삼산1동,37.52092,126.74667
2823765000,인천광역시 부평구 부개1동,37.4829,126.73551
2823766000,인천광역시 부평구 부개2동,37.49297,126.73775
2823766100,인천광역시 부평구 부개3동,37.502,126.73883
2823767000,인천광역시 부평구 일신동,37.47572,126.7476
2823768000,인천광역시 부평구 십정1동,37.47832,126.69603
2823769000,인천광역시 부평구 십정2동,37.4728,126.70277
2823764800,인천광역시 부평구 삼산2동,37.5122,126.73807
2824560100,인천광역시 계양구 효성1동,37.53477,126.70805
2824560200,인천광역시 계양구 효성2동,37.53249,126.69166
2824561100,인천광역시 계양구 계산1동,37.54112,126.71643
2824561200,인천광역시 계양구 계산2동,37.54856,126.71911
2824561300,인천광역시 계양구 계산3동,37.53933,126.73137
2824562100,인천광역시 계양구 작전1동,37.53017,126.72948
2824562200,인천광역시 계양구 작전2동,37.53006,126.72188
2824564000,인천광역시 계양구 작전서운동,37.53146,126.7471
2824572000,인천광역시 계양구 계양2동,37.54891,126.73994
2824561400,인천광역시 계양구 계산4동,37.53865,126.7396
2824571000,인천광역시 계양구 계양1동,37.5668,126.72085
2824573000,인천광역시 계양구 계양3동,37.56694,126.75837
2826053000,인천광역시 서구 연희동,37.54823,126.68225
2826054200,인천광역시 서구 가정1동,37.5277,126.66973
2826054300,인천광역시 서구 가정2동,37.52973,126.68167
2826054400,인천광역시 서구 가정3동,37.51776,126.68055
2826055000,인천광역시 서구 석남1동,37.51073,126.66854
2826056000,인천광역시 서구 석남2동,37.50441,126.65831
2826056100,인천광역시 서구 석남3동,37.50648,126.68257
2826058000,인천광역시 서구 가좌1동,37.48609,126.66688
2826059000,인천광역시 서구 가좌2동,37.49545,126.68779
2826060000,인천광역시 서구 가좌3동,37.48868,126.67762
2826061000,인천광역시 서구 가좌4동,37.4861,126.69021
2826069000,인천광역시 서구 불로대곡동,37.61838,126.67872
2826070000,인천광역시 서구 원당동,37.59276,126.69408
2826057500,인천광역시 서구 신현원창동,37.51124,126.63976
2826053600,인천광역시 서구 청라1동,37.52873,126.65612
2826053700,인천광역시 서구 청라2동,37.53396,126.64079
2826068000,인천광역시 서구 검단동,37.6141,126.64967
2871025000,인천광역시 강화군 강화읍,37.76051,126.49769
2871031000,인천광역시 강화군 선원면,37.71351,126.49083
2871032000,인천광역시 강화군 불은면,37.68152,126.48542
2871033000,인천광역시 강화군 길상면,37.62608,126.504
2871034000,인천광역시 강화군 화도면,37.61977,126.42169
2871035000,인천광역시 강화군 양도면,37.6748,126.434
2871036000,인천광역시 강화군 내가면,37.71886,126.39068
2871037000,인천광역시 강화군 하점면,37.76567,126.39976
2871038000,인천광역시 강화군 양사면,37.80281,126.40388
2871039000,인천광역시 강화군 송해면,37.77887,126.46394
2871040000,인천광역시 강화군 교동면,37.78506,126.27207
2871041000,인천광역시 강화군 삼산면,37.69772,126.32022
2871042000,인천광역시 강화군 서도면,37.67201,126.18101
2872031000,인천광역시 옹진군 북도면,37.52783,126.4512
2872038000,인천광역시 옹진군 연평면,37.66567,125.69717
2872033000,인천광역시 옹진군 백령면,37.94921,124.67029
2872034000,인천광역시 옹진군 대청면,37.82443,124.70008
2872035000,인천광역시 옹진군 덕적면,37.23491,126.1258
2872037000,인천광역시 옹진군 자월면,37.25807,126.306
2872036000,인천광역시 옹진군 영흥면,37.25579,126.46116
2911052500,광주광역시 동구 충장동,35.15049,126.9157
2911054500,광주광역시 동구 동명동,35.15047,126.92658
2911056000,광주광역시 동구 계림1동,35.15864,126.91709
2911057000,광주광역시 동구 계림2동,35.16024,126.92458
2911059000,광주광역시 동구 산수1동,35.15693,126.92872
2911060000,광주광역시 동구 산수2동,35.15742,126.93812
2911062000,광주광역시 동구 지산1동,35.14873,126.93163
2911063000,광주광역시 동구 지산2동,35.14849,126.94383
2911065500,광주광역시 동구 서남동,35.1405,126.93013
2911068500,광주광역시 동구 학동,35.13621,126.92493
2911071000,광주광역시 동구 학운동,35.12824,126.96735
2911073000,광주광역시 동구 지원1동,35.12733,126.93761
2911074000,광주광역시 동구 지원2동,35.09918,126.95416
2914057500,광주광역시 서구 양동,35.15297,126.90062
2914059000,광주광역시 서구 양3동,35.15779,126.89563
2914065000,광주광역시 서구 농성1동,35.15576,126.889
2914066000,광주광역시 서구 농성2동,35.15029,126.88762
2914073000,광주광역시 서구 광천동,35.16386,126.88207
2914074000,광주광역시 서구 유덕동,35.16391,126.85082
2914075100,광주광역시 서구 상무1동,35.15452,126.86224
2914075200,광주광역시 서구 상무2동,35.14585,126.86117
2914076000,광주광역시 서구 화정1동,35.15538,126.87653
2914077000,광주광역시 서구 화정2동,35.14518,126.8823
2914078000,광주광역시 서구 화정3동,35.14477,126.87584
2914079000,광주광역시 서구 화정4동,35.13923,126.87035
2914080000,광주광역시 서구 서창동,35.12092,126.83813
2914074500,광주광역시 서구 치평동,35.15189,126.84458
2914083000,광주광역시 서구 풍암동,35.12493,126.87428
2914082100,광주광역시 서구 금호1동,35.13629,126.85453
2914082400,광주광역시 서구 금호2동,35.12644,126.85431
2914084000,광주광역시 서구 동천동,35.17191,126.85923
2915551000,광주광역시 남구 양림동,35.13891,126.91476
2915552000,광주광역시 남구 방림1동,35.13362,126.91474
2915553000,광주광역시 남구 방림2동,35.13012,126.92185
2915554500,광주광역시 남구 사직동,35.14427,126.9089
2915560500,광주광역시 남구 월산동,35.14658,126.90038
2915563000,광주광역시 남구 월산4동,35.14615,126.89095
2915564000,광주광역시 남구 월산5동,35.13999,126.89389
2915567000,광주광역시 남구 백운1동,35.13966,126.90583
2915568000,광주광역시 남구 백운2동,35.13684,126.90104
2915569000,광주광역시 남구 주월1동,35.12728,126.89614
2915570000,광주광역시 남구 주월2동,35.13557,126.89228
2915571000,광주광역시 남구 효덕동,35.09552,126.90464
2915572000,광주광역시 남구 송암동,35.10622,126.87471
2915553700,광주광역시 남구 봉선1동,35.13107,126.90829
2915553800,광주광역시 남구 봉선2동,35.12162,126.91333
2915573000,광주광역시 남구 대촌동,35.07944,126.83574
2917051000,광주광역시 북구 중흥1동,35.16297,126.91172
2917055500,광주광역시 북구 중앙동,35.15645,126.90746
2917057000,광주광역시 북구 임동,35.16333,126.89383
2917058000,광주광역시 북구 신안동,35.16806,126.89916
2917059000,광주광역시 북구 용봉동,35.1794,126.90139
2917060100,광주광역시 북구 운암1동,35.17616,126.87377
2917060200,광주광역시 북구 운암2동,35.17694,126.884
2917060300,광주광역시 북구 운암3동,35.1844,126.87473
2917061500,광주광역시 북구 동림동,35.18276,126.86253
2917062000,광주광역시 북구 우산동,35.17335,126.92178
2917063500,광주광역시 북구 풍향동,35.16596,126.92498
2917065000,광주광역시 북구 문화동,35.18332,126.93989
2917065600,광주광역시 북구 문흥1동,35.19119,126.92812
2917065700,광주광역시 북구 문흥2동,35.1807,126.9163
2917066100,광주광역시 북구 두암1동,35.16946,126.92809
2917066200,광주광역시 북구 두암2동,35.17444,126.93692
2917066300,광주광역시 북구 두암3동,35.16513,126.93969
2917066600,광주광역시 북구 삼각동,35.20287,126.9095
2917067300,광주광역시 북구 매곡동,35.19176,126.88919
2917067600,광주광역시 북구 오치1동,35.19167,126.91304
2917067700,광주광역시 북구 오치2동,35.18963,126.90231
2917068500,광주광역시 북구 석곡동,35.17718,126.98568
2917066900,광주광역시 북구 일곡동,35.21151,126.89558
2917069700,광주광역시 북구 신용동,35.21408,126.86241
2917069600,광주광역시 북구 양산동,35.20161,126.8734
2920051500,광주광역시 광산구 송정1동,35.1353,126.80447
2920052500,광주광역시 광산구 송정2동,35.13895,126.79243
2920054000,광주광역시 광산구 도산동,35.1223,126.7921
2920055000,광주광역시 광산구 신흥동,35.13132,126.81512
2920056500,광주광역시 광산구 어룡동,35.16094,126.76833
2920058000,광주광역시 광산구 우산동,35.15406,126.81521
2920060000,광주광역시 광산구 월곡1동,35.16776,126.81352
2920061000,광주광역시 광산구 월곡2동,35.17256,126.80863
2920062000,광주광역시 광산구 비아동,35.21472,126.8207
2920064000,광주광역시 광산구 하남동,35.1925,126.79732
2920065000,광주광역시 광산구 임곡동,35.21586,126.74845
2920066000,광주광역시 광산구 동곡동,35.09735,126.77579
2920067000,광주광역시 광산구 평동,35.12673,126.7407
2920068000,광주광역시 광산구 삼도동,35.13846,126.67863
2920069000,광주광역시 광산구 본량동,35.19065,126.7029
2920062400,광주광역시 광산구 첨단1동,35.22233,126.8363
2920062600,광주광역시 광산구 첨단2동,35.20747,126.84415
2920063500,광주광역시 광산구 운남동,35.17099,126.82606
2920070000,광주광역시 광산구 신창동,35.19216,126.84587
2920063000,광주광역시 광산구 신가동,35.18417,126.83428
2920063700,광주광역시 광산구 수완동,35.19106,126.82098
3011053000,대전광역시 동구 효동,36.31014,127.45539
3011055100,대전광역시 동구 판암1동,36.31654,127.46651
3011055200,대전광역시 동구 판암2동,36.32122,127.45473
3011056000,대전광역시 동구 용운동,36.33314,127.46236
3011059000,대전광역시 동구 자양동,36.33821,127.44996
3011062000,대전광역시 동구 가양1동,36.34286,127.44332
3011063000,대전광역시 동구 가양2동,36.34726,127.45455
3011064000,대전광역시 동구 용전동,36.3543,127.43413
3011067000,대전광역시 동구 홍도동,36.34782,127.42566
3011072500,대전광역시 동구 대청동,36.3667,127.49346
3011074000,대전광역시 동구 산내동,36.24867,127.46233
3011051500,대전광역시 동구 중앙동,36.33049,127.43455
3011054500,대전광역시 동구 신인동,36.32252,127.44169
3011058500,대전광역시 동구 대동,36.32906,127.44572
3011066500,대전광역시 동구 성남동,36.34417,127.43341
3011069500,대전광역시 동구 삼성동,36.33882,127.42644
3014053500,대전광역시 중구 은행선화동,36.33035,127.42107
3014055000,대전광역시 중구 목동,36.33289,127.40986
3014056000,대전광역시 중구 중촌동,36.34234,127.40805
3014057500,대전광역시 중구 대흥동,36.32278,127.42387
3014060500,대전광역시 중구 문창동,36.31697,127.4367
3014062000,대전광역시 중구 석교동,36.30179,127.44124
3014063000,대전광역시 중구 대사동,36.30891,127.42131
3014064000,대전광역시 중구 부사동,36.31145,127.43324
3014065500,대전광역시 중구 용두동,36.33016,127.40576
3014067000,대전광역시 중구 오류동,36.32718,127.40399
3014068000,대전광역시 중구 태평1동,36.3288,127.39841
3014069000,대전광역시 중구 태평2동,36.32357,127.39171
3014070000,대전광역시 중구 유천1동,36.31653,127.39325
3014071000,대전광역시 중구 유천2동,36.31713,127.39966
3014072000,대전광역시 중구 문화1동,36.30966,127.41173
3014073000,대전광역시 중구 문화2동,36.30802,127.4023
3014074000,대전광역시 중구 산성동,36.26041,127.41001
3017051000,대전광역시 서구 복수동,36.30192,127.37677
3017052000,대전광역시 서구 도마1동,36.31875,127.38171
3017053000,대전광역시 서구 도마2동,36.32074,127.36481
3017053500,대전광역시 서구 정림동,36.29177,127.36534
3017054000,대전광역시 서구 변동,36.32802,127.38024
3017055000,대전광역시 서구 용문동,36.3383,127.39564
3017055500,대전광역시 서구 탄방동,36.34406,127.39008
3017063000,대전광역시 서구 둔산1동,36.35244,127.38994
3017064000,대전광역시 서구 둔산2동,36.35526,127.37946
3017056000,대전광역시 서구 괴정동,36.33899,127.37939
3017057000,대전광역시 서구 가장동,36.33197,127.38794
3017057500,대전광역시 서구 내동,36.33469,127.37389
3017058100,대전광역시 서구 갈마1동,36.34795,127.366
3017058200,대전광역시 서구 갈마2동,36.34633,127.3741
3017058600,대전광역시 서구 월평1동,36.34353,127.35609
3017058700,대전광역시 서구 월평2동,36.36132,127.37689
3017058800,대전광역시 서구 월평3동,36.36132,127.36716
3017065000,대전광역시 서구 만년동,36.36899,127.3833
3017059000,대전광역시 서구 가수원동,36.29056,127.35174
3017060000,대전광역시 서구 기성동,36.23479,127.32389
3017059600,대전광역시 서구 관저1동,36.30665,127.33872
3017059700,대전광역시 서구 관저2동,36.2914,127.33269
3017066000,대전광역시 서구 둔산3동,36.3528,127.39926
3020052000,대전광역시 유성구 진잠동,36.29898,127.29181
3020054000,대전광역시 유성구 온천2동,36.36899,127.35163
3020055000,대전광역시 유성구 신성동,36.40362,127.35381
3020057000,대전광역시 유성구 전민동,36.39354,127.3956
3020054600,대전광역시 유성구 노은1동,36.36634,127.30403
3020058000,대전광역시 유성구 구즉동,36.461,127.37867
3020060000,대전광역시 유성구 관평동,36.42304,127.3974
3020054700,대전광역시 유성구 노은2동,36.40065,127.30339
3020054800,대전광역시 유성구 노은3동,36.38573,127.2987
3023051000,대전광역시 대덕구 오정동,36.3539,127.4155
3023052000,대전광역시 대덕구 대화동,36.3704,127.40667
3023052500,대전광역시 대덕구 회덕동,36.39866,127.43414
3023053300,대전광역시 대덕구 비래동,36.36607,127.45428
3023054600,대전광역시 대덕구 중리동,36.36127,127.42742
3023060000,대전광역시 대덕구 법1동,36.37122,127.42567
3023061000,대전광역시 대덕구 법2동,36.37499,127.43605
3023055000,대전광역시 대덕구 신탄진동,36.44079,127.46156
3023056000,대전광역시 대덕구 석봉동,36.44942,127.42322
3023057000,대전광역시 대덕구 덕암동,36.43131,127.42871
3023058000,대전광역시 대덕구 목상동,36.43892,127.40439
3023054300,대전광역시 대덕구 송촌동,36.36337,127.44318
3111051000,울산광역시 중구 학성동,35.55519,129.33636
3111052000,울산광역시 중구 반구1동,35.55429,129.34563
3111053000,울산광역시 중구 반구2동,35.56229,129.33897
3111059000,울산광역시 중구 우정동,35.56307,129.30967
3111060000,울산광역시 중구 태화동,35.56194,129.29745
3111061000,울산광역시 중구 다운동,35.5682,129.26965
3111062000,울산광역시 중구 병영1동,35.56839,129.34729
3111063000,울산광역시 중구 병영2동,35.58544,129.33844
3111064000,울산광역시 중구 약사동,35.58107,129.33123
3111065000,울산광역시 중구 성안동,35.57838,129.30591
3111058500,울산광역시 중구 중앙동,35.55628,129.32246
3114051000,울산광역시 남구 신정1동,35.5437,129.30266
3114052000,울산광역시 남구 신정2동,35.52838,129.30216
3114053000,울산광역시 남구 신정3동,35.54536,129.3141
3114054000,울산광역시 남구 신정4동,35.52803,129.31501
3114055000,울산광역시 남구 신정5동,35.5444,129.32179
3114056000,울산광역시 남구 달동,35.53605,129.32112
3114057000,울산광역시 남구 삼산동,35.54127,129.34462
3114058500,울산광역시 남구 삼호동,35.54918,129.27624
3114059500,울산광역시 남구 무거동,35.54353,129.25504
3114060000,울산광역시 남구 옥동,35.52083,129.29049
3114067000,울산광역시 남구 야음장생포동,35.52069,129.35324
3114062500,울산광역시 남구 대현동,35.52634,129.32704
3114063500,울산광역시 남구 수암동,35.52377,129.31831
3114064000,울산광역시 남구 선암동,35.48876,129.35386
3117051000,울산광역시 동구 방어동,35.49926,129.40554
3117052000,울산광역시 동구 일산동,35.49637,129.42984
3117053000,울산광역시 동구 화정동,35.49374,129.42024
3117054000,울산광역시 동구 대송동,35.50554,129.41352
3117055000,울산광역시 동구 전하1동,35.51512,129.43002
3117058000,울산광역시 동구 남목1동,35.53697,129.41494
3117059000,울산광역시 동구 남목2동,35.52815,129.42177
3117060000,울산광역시 동구 남목3동,35.54994,129.43127
3117056000,울산광역시 동구 전하2동,35.50991,129.42639
3120051000,울산광역시 북구 농소1동,35.63509,129.36537
3120052000,울산광역시 북구 농소2동,35.65551,129.3519
3120053000,울산광역시 북구 농소3동,35.6292,129.32232
3120054000,울산광역시 북구 강동동,35.6159,129.41956
3120056000,울산광역시 북구 효문동,35.56548,129.37248
3120057000,울산광역시 북구 송정동,35.59424,129.37308
3120058000,울산광역시 북구 양정동,35.55126,129.38449
3120059000,울산광역시 북구 염포동,35.5377,129.39884
3171025000,울산광역시 울주군 온산읍,35.43173,129.327
3171025300,울산광역시 울주군 언양읍,35.58423,129.15831
3171025600,울산광역시 울주군 온양읍,35.41938,129.2599
3171025900,울산광역시 울주군 범서읍,35.59717,129.24579
3171031000,울산광역시 울주군 서생면,35.36731,129.3193
3171026200,울산광역시 울주군 청량읍,35.49414,129.26991
3171034000,울산광역시 울주군 웅촌면,35.47219,129.20243
3171036000,울산광역시 울주군 두동면,35.6636,129.21942
3171037000,울산광역시 울주군 두서면,35.66722,129.14456
3171038000,울산광역시 울주군 상북면,35.613,129.061
3171026500,울산광역시 울주군 삼남읍,35.53056,129.08848
3171040000,울산광역시 울주군 삼동면,35.50062,129.14608
3611025000,세종특별자치시 세종시 조치원읍,36.60761,127.28551
3611033000,세종특별자치시 세종시 부강면,36.52861,127.38218
3611035000,세종특별자치시 세종시 장군면,36.50692,127.20065
3611036000,세종특별자치시 세종시 연서면,36.58432,127.2405
3611037000,세종특별자치시 세종시 전의면,36.65503,127.17956
3611038000,세종특별자치시 세종시 전동면,36.65615,127.24874
3611039000,세종특별자치시 세종시 소정면,36.71118,127.16851
3611051000,세종특별자치시 세종시 한솔동,36.47327,127.24779
3611053000,세종특별자치시 세종시 아름동,36.51717,127.24742
4111156000,경기도 수원시장안구 파장동,37.32014,126.98757
4111156600,경기도 수원시장안구 율천동,37.30119,126.96853
4111157100,경기도 수원시장안구 정자1동,37.30474,126.98938
4111157200,경기도 수원시장안구 정자2동,37.29212,126.99781
4111158000,경기도 수원시장안구 영화동,37.29197,127.01444
4111159100,경기도 수원시장안구 송죽동,37.30705,127.00275
4111159700,경기도 수원시장안구 조원1동,37.30028,127.01637
4111160000,경기도 수원시장안구 연무동,37.32008,127.02288
4111157300,경기도 수원시장안구 정자3동,37.29766,126.98815
4111159800,경기도 수원시장안구 조원2동,37.30891,127.01446
4111352000,경기도 수원시권선구 세류1동,37.26089,127.00598
4111353000,경기도 수원시권선구 세류2동,37.24477,127.009
4111354000,경기도 수원시권선구 세류3동,37.26074,127.0139
4111355000,경기도 수원시권선구 평동,37.24597,126.97851
4111356000,경기도 수원시권선구 서둔동,37.2709,126.98086
4111365000,경기도 수원시권선구 구운동,37.28104,126.9699
4111366400,경기도 수원시권선구 호매실동,37.26236,126.95255
4111369000,경기도 수원시권선구 곡선동,37.23973,127.03261
4111370000,경기도 수원시권선구 입북동,37.28947,126.95079
4111366200,경기도 수원시권선구 금곡동,37.27258,126.9443
4111368000,경기도 수원시권선구 권선2동,37.24426,127.02408
4111570000,경기도 수원시팔달구 지동,37.28243,127.02582
4111571000,경기도 수원시팔달구 우만1동,37.28726,127.03361
4111572000,경기도 수원시팔달구 우만2동,37.28019,127.03775
4111573000,경기도 수원시팔달구 인계동,37.26736,127.02705
4111565000,경기도 수원시팔달구 매교동,37.26925,127.01475
4111566000,경기도 수원시팔달구 매산동,37.27057,127.00935
4111567000,경기도 수원시팔달구 고등동,37.27444,127.00183
4111568000,경기도 수원시팔달구 화서1동,37.28014,127.00134
