영화코드,영화명,개봉일,장르,대표장르,국가,대표국가
20090815,홍길동의 후예,20091126.0,"액션,코미디,드라마",액션,한국,한국
20090821,아스트로 보이-아톰의 귀환,20100113.0,"애니메이션,액션,SF",애니메이션,미국,미국
20090822,바람,20091126.0,"드라마,액션",드라마,한국,한국
20090826,모범시민,20091210.0,"스릴러,드라마,범죄,액션",스릴러,미국,미국
20090828,뉴 문,20091202.0,"판타지,드라마,멜로/로맨스",판타지,미국,미국
20090834,아바타,20091217.0,"SF,액션,어드벤처",SF,미국,미국
20090840,위대한 침묵,20091203.0,다큐멘터리,다큐멘터리,"독일,프랑스,스위스",독일
20090850,공주와 개구리,20100121.0,"애니메이션,멜로/로맨스",애니메이션,미국,미국
20090856,셜록 홈즈,20091223.0,"미스터리,범죄,어드벤처",미스터리,"미국,영국",미국
20090857,파라노말 액티비티,20100113.0,"공포(호러),미스터리,스릴러",공포(호러),미국,미국
20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,20091224.0,"애니메이션,어드벤처,판타지,액션",애니메이션,일본,일본
20090861,앨빈과 슈퍼밴드2,20091230.0,"가족,코미디,드라마",가족,미국,미국
20090862,여배우들,20091210.0,드라마,드라마,한국,한국
20090864,더 로드,20100107.0,"SF,드라마,스릴러",SF,미국,미국
20090865,러블리 본즈,20100225.0,"범죄,드라마,판타지",범죄,미국,미국
20090875,걸프렌즈,20091217.0,"멜로/로맨스,코미디",멜로/로맨스,한국,한국
20090888,용서는 없다,20100107.0,"범죄,스릴러",범죄,한국,한국
20090890,아빠가 여자를 좋아해,20100114.0,"멜로/로맨스,코미디",멜로/로맨스,한국,한국
20090891,나인,20091231.0,"멜로/로맨스,뮤지컬",멜로/로맨스,"미국,이탈리아",미국
20090892,웨딩드레스,20100114.0,드라마,드라마,한국,한국
20090893,극장판파워레인저 엔진포스VS 와일드스피릿,20100107.0,"SF,액션",SF,일본,일본
20090894,사랑은 너무 복잡해,20100311.0,"멜로/로맨스,코미디",멜로/로맨스,미국,미국
20090895,주유소 습격사건 2,20100121.0,"액션,코미디",액션,한국,한국
20090897,꼬마 니콜라,20100128.0,"가족,코미디",가족,프랑스,프랑스
20090904,의형제,20100204.0,"드라마,액션",드라마,한국,한국
20090913,들어는 봤니? 모건 부부,20100128.0,"코미디,멜로/로맨스",코미디,미국,미국
20090914,하모니,20100128.0,드라마,드라마,한국,한국
20090916,8인: 최후의 결사단,20100121.0,"액션,사극",액션,중국,중국
20090921,엣지 오브 다크니스,20100602.0,"범죄,드라마,미스터리,스릴러",범죄,"영국,미국",영국
20090922,빨간모자의 진실 2,20110713.0,애니메이션,애니메이션,미국,미국
20090923,퍼시 잭슨과 번개 도둑,20100211.0,"판타지,어드벤처",판타지,미국,미국
20090926,식객2 : 김치전쟁,20100128.0,드라마,드라마,한국,한국
20090927,방자전,20100602.0,"사극,코미디,멜로/로맨스",사극,한국,한국
20090929,울프맨,20100211.0,"공포(호러),스릴러",공포(호러),미국,미국
20090930,이상한 나라의 앨리스,20100304.0,"판타지,어드벤처,가족",판타지,미국,미국
20090931,구르믈 버서난 달처럼,20100428.0,"사극,액션",사극,한국,한국
20090932,데이브레이커스,20100318.0,"드라마,스릴러,액션",드라마,미국,미국
20090933,아이언맨 2,20100429.0,"SF,액션,어드벤처",SF,미국,미국
20090939,육혈포 강도단,20100318.0,"코미디,드라마,액션",코미디,한국,한국
20090943,스플라이스,20100701.0,"SF,공포(호러),스릴러",SF,캐나다,캐나다
20090945,발렌타인 데이,20100211.0,"멜로/로맨스,코미디",멜로/로맨스,미국,미국
20090947,집 나온 남자들,20100408.0,"코미디,드라마",코미디,한국,한국
20090948,그린 존,20100325.0,"드라마,전쟁,액션",드라마,미국,미국
20090950,월 스트리트: 머니 네버 슬립스,20101021.0,"드라마,범죄,스릴러",드라마,미국,미국
20090951,로빈 후드,20100513.0,"액션,드라마,사극",액션,미국,미국
20090952,내니맥피 2: 유모와마법소동,20100811.0,"가족,코미디,판타지",가족,미국,미국
20090953,오션스,20100728.0,"다큐멘터리,드라마",다큐멘터리,프랑스,프랑스
20098169,쥬라기 월드,20150611.0,"액션,어드벤처,SF",액션,미국,미국
2009A362,파이터,20110310.0,드라마,드라마,미국,미국
20100012,원피스 극장판: 스트롱 월드,20100211.0,"애니메이션,판타지",애니메이션,일본,일본
20100017,공자 춘추전국시대,20100211.0,"드라마,액션,사극",드라마,중국,중국
20100018,타이탄,20100401.0,"액션,어드벤처,판타지",액션,미국,미국
20100039,하치 이야기,20100218.0,"드라마,가족",드라마,"미국,영국",미국
20100057,참을 수 없는,20101021.0,"멜로/로맨스,드라마",멜로/로맨스,한국,한국
20100075,무법자,20100318.0,"드라마,범죄,스릴러",드라마,한국,한국
20100077,포스 카인드,20100225.0,"SF,미스터리,스릴러",SF,미국,미국
20100090,클로이,20100225.0,"드라마,스릴러",드라마,프랑스,프랑스
20100098,디어 존,20100304.0,"드라마,멜로/로맨스,전쟁",드라마,미국,미국
20100101,프롬 파리 위드 러브,20100311.0,"액션,스릴러,범죄",액션,프랑스,프랑스
20100103,셔터 아일랜드,20100318.0,"드라마,미스터리,스릴러",드라마,미국,미국
20100105,우리가 꿈꾸는 기적: 인빅터스,20100304.0,드라마,드라마,미국,미국
20100107,비밀애,20100325.0,멜로/로맨스,멜로/로맨스,한국,한국
20100115,대병소장,20100311.0,"액션,코미디",액션,홍콩,홍콩
20100116,솔로몬 케인,20100325.0,"액션,어드벤처,판타지",액션,"프랑스,체코,영국",프랑스
20100128,프로포즈 데이,20100408.0,"멜로/로맨스,코미디",멜로/로맨스,미국,미국
20100129,반가운 살인자,20100408.0,"코미디,스릴러",코미디,한국,한국
20100131,베스트셀러,20100415.0,"미스터리,스릴러,드라마",미스터리,한국,한국
20100141,아마존의 눈물,20100325.0,다큐멘터리,다큐멘터리,한국,한국
20100142,크레이지,20100408.0,"공포(호러),SF,스릴러",공포(호러),"미국,아랍에미리트연합국정부",미국
20100143,일라이,20100415.0,"액션,어드벤처,드라마,스릴러,서부극(웨스턴)",액션,미국,미국
20100165,블라인드 사이드,20100415.0,드라마,드라마,미국,미국
20100166,케로로 더 무비 5: 기적의 사차원섬,20100429.0,"애니메이션,어드벤처,가족",애니메이션,일본,일본
20100168,친정엄마,20100422.0,"드라마,가족",드라마,한국,한국
20100169,킥 애스: 영웅의 탄생,20100422.0,"액션,어드벤처,코미디",액션,"영국,미국",영국
20100170,바운티 헌터,20100415.0,"멜로/로맨스,코미디",멜로/로맨스,미국,미국
20100176,허트 로커,20100422.0,"전쟁,액션",전쟁,미국,미국
20100188,하녀,20100513.0,"스릴러,멜로/로맨스",스릴러,한국,한국
20100189,브라더스,20100505.0,"드라마,전쟁",드라마,미국,미국
20100190,드래곤 길들이기,20100520.0,"애니메이션,코미디,어드벤처,가족",애니메이션,미국,미국
20100191,시,20100513.0,드라마,드라마,한국,한국
20100192,나이트메어,20100520.0,"공포(호러),스릴러",공포(호러),미국,미국
20100193,페르시아의 왕자: 시간의 모래,20100527.0,"액션,어드벤처,판타지",액션,미국,미국
20100198,대한민국 1%,20100505.0,"드라마,액션",드라마,한국,한국
20100206,꿈은 이루어진다,20100527.0,"코미디,드라마",코미디,한국,한국
20100209,이끼,20100714.0,"드라마,스릴러",드라마,한국,한국
20100210,맨발의 꿈,20100624.0,드라마,드라마,"한국,인도네시아,일본",한국
20100211,다이노 타임,20150430.0,"애니메이션,어드벤처,코미디",애니메이션,"한국,미국",한국
20100213,부당거래,20101028.0,"범죄,드라마",범죄,한국,한국
20100214,아저씨,20100804.0,"액션,드라마",액션,한국,한국
20100215,점박이:한반도의 공룡3D,20120126.0,"애니메이션,어드벤처,액션",애니메이션,한국,한국
20100256,내 깡패 같은 애인,20100520.0,"드라마,코미디,멜로/로맨스",드라마,한국,한국
20100278,유령작가,20100602.0,"미스터리,스릴러",미스터리,"프랑스,독일,영국",프랑스
20100281,김복남 살인사건의 전말,20100902.0,"스릴러,드라마",스릴러,한국,한국
20100285,섹스 앤 더 시티 2,20100610.0,"드라마,멜로/로맨스,코미디",드라마,미국,미국
20100291,스트리트댄스,20100616.0,"드라마,멜로/로맨스",드라마,영국,영국
20100292,베스트 키드,20100610.0,"가족,드라마,액션",가족,미국,미국
20100295,A-특공대,20100610.0,액션,액션,미국,미국
20100296,포화속으로,20100616.0,"드라마,전쟁",드라마,한국,한국
20100300,죽이고 싶은,20100826.0,스릴러,스릴러,한국,한국
20100301,악마를 보았다,20100812.0,스릴러,스릴러,한국,한국
20100302,심야의 F.M.,20101014.0,"스릴러,범죄",스릴러,한국,한국
20100305,해결사,20100909.0,"액션,스릴러",액션,한국,한국
20100310,나잇&데이,20100624.0,"액션,코미디",액션,미국,미국
20100311,엽문2,20100616.0,"액션,드라마",액션,홍콩,홍콩
20100312,인셉션,20100721.0,"드라마,미스터리",드라마,미국,미국
20100326,고死 두 번째 이야기: 교생실습,20100728.0,"공포(호러),스릴러",공포(호러),한국,한국
20100329,그랑프리,20100916.0,드라마,드라마,한국,한국
20100330,런어웨이즈,,드라마,드라마,,
20100332,토마스와 친구들 - 극장판 2,20100610.0,"애니메이션,액션,어드벤처,가족",애니메이션,미국,미국
20100333,슈렉 포에버,20100701.0,"애니메이션,코미디,가족",애니메이션,미국,미국
20100335,여대생 기숙사,20100623.0,"공포(호러),스릴러",공포(호러),미국,미국
20100339,필립모리스,20100701.0,"코미디,드라마",코미디,프랑스,프랑스
20100353,파괴된 사나이,20100701.0,"드라마,스릴러",드라마,한국,한국
20100361,이클립스,20100707.0,"판타지,멜로/로맨스,스릴러",판타지,미국,미국
20100362,킬러 인사이드 미,20100707.0,"범죄,드라마,스릴러",범죄,미국,미국
20100370,솔트,20100729.0,"스릴러,액션",스릴러,미국,미국
20100376,아더와 미니모이 2 : 셀레니아 공주 구출 작전,20100708.0,"판타지,어드벤처,애니메이션",판타지,프랑스,프랑스
20100377,토이 스토리 3,20100805.0,"가족,코미디,판타지",가족,미국,미국
20100378,명탐정 코난: 천공의 난파선,20100721.0,"애니메이션,가족",애니메이션,일본,일본
20100379,극장판 도라에몽: 진구의 인어대해전,20100728.0,"애니메이션,가족,판타지",애니메이션,일본,일본
20100380,마음이2,20100721.0,드라마,드라마,"한국,중국",한국
20100381,마법사의 제자,20100721.0,"드라마,액션,판타지,어드벤처",드라마,미국,미국
20100382,스텝 업 3D,20100805.0,"드라마,멜로/로맨스",드라마,미국,미국
20100758,오션월드 3D,20100811.0,"다큐멘터리,어드벤처",다큐멘터리,영국,영국
20100766,킬러스,20100902.0,"액션,코미디,멜로/로맨스",액션,미국,미국
20100767,라스트 에어벤더,20100819.0,"액션,가족,판타지,어드벤처",액션,미국,미국
20100768,익스펜더블,20100819.0,"스릴러,액션",스릴러,미국,미국
20100769,폐가,20100819.0,공포(호러),공포(호러),한국,한국
20100794,프레데터스,20100826.0,"액션,스릴러,SF,어드벤처",액션,미국,미국
20100796,아바타 3D 스페셜에디션,20100904.0,"SF,액션",SF,미국,미국
20100807,뮬란: 전사의 귀환,20100902.0,"액션,드라마",액션,중국,중국
20100808,애프터 라이프,20100902.0,"드라마,미스터리,스릴러",드라마,미국,미국
20100810,마루 밑 아리에티,20100909.0,애니메이션,애니메이션,일본,일본
20100811,레지던트 이블 4: 끝나지 않은 전쟁 3D,20100916.0,"공포(호러),스릴러,액션",공포(호러),"독일,미국,영국",독일
20100812,캣츠 앤 독스 2,20100916.0,"가족,코미디,액션",가족,"미국,오스트리아 ",미국
20100813,퀴즈왕,20100916.0,코미디,코미디,한국,한국
20100814,슈퍼  배드,20100916.0,"애니메이션,가족",애니메이션,미국,미국
20100816,피라냐,20100826.0,"액션,공포(호러),스릴러",액션,미국,미국
20100833,무적자,20100916.0,"드라마,액션",드라마,"한국,홍콩,일본,태국",한국
20100834,시라노; 연애조작단,20100916.0,"멜로/로맨스,코미디",멜로/로맨스,한국,한국
20100835,방가? 방가!,20100930.0,"코미디,드라마",코미디,한국,한국
20100962,"울지마, 톤즈",20100909.0,다큐멘터리,다큐멘터리,한국,한국
20100975,레터스 투 줄리엣,20101006.0,"멜로/로맨스,코미디",멜로/로맨스,미국,미국
20100977,적인걸: 측천무후의 비밀,20101006.0,"액션,범죄,미스터리,스릴러",액션,"중국,홍콩",중국
20100979,검우강호,20101014.0,액션,액션,"홍콩,중국,미국",홍콩
20100980,22 블렛,20101014.0,"액션,범죄",액션,프랑스,프랑스
20100991,먹고 기도하고 사랑하라,20100930.0,"드라마,멜로/로맨스",드라마,미국,미국
20101006,가디언의 전설,20101028.0,"애니메이션,어드벤처,판타지",애니메이션,"미국,호주",미국
20101007,나탈리,20101028.0,"멜로/로맨스,드라마",멜로/로맨스,한국,한국
20101008,레드,20101103.0,액션,액션,"미국,캐나다",미국
20101009,불량남녀,20101104.0,코미디,코미디,한국,한국
20101010,초능력자,20101110.0,"SF,드라마",SF,한국,한국
20101011,쏘우 3D,20101118.0,공포(호러),공포(호러),"미국,캐나다",미국
20101012,페스티발,20101118.0,코미디,코미디,한국,한국
20101013,소셜 네트워크,20101118.0,드라마,드라마,미국,미국
20101014,워리어스 웨이,20101201.0,"액션,판타지",액션,미국,미국
20101015,파라노말 액티비티 2,20101021.0,공포(호러),공포(호러),미국,미국
20101038,대지진,20101104.0,드라마,드라마,중국,중국
20101039,돌이킬 수 없는,20101104.0,"미스터리,드라마",미스터리,한국,한국
20101069,데블,20101104.0,공포(호러),공포(호러),미국,미국
20101070,언스토퍼블,20101110.0,"액션,스릴러,드라마",액션,미국,미국
20101109,두 여자,20101118.0,"멜로/로맨스,드라마",멜로/로맨스,한국,한국
20101113,이층의 악당,20101124.0,"코미디,미스터리",코미디,한국,한국
20101118,스위치,20101201.0,"멜로/로맨스,코미디",멜로/로맨스,미국,미국
20101133,스카이 라인,20101124.0,"액션,스릴러,SF",액션,미국,미국
20101138,베리드,20101208.0,드라마,드라마,스페인,스페인
20101140,라스트 엑소시즘,20101201.0,"공포(호러),스릴러",공포(호러),미국,미국
20101170,렛 미 인,20101118.0,"드라마,판타지,공포(호러),미스터리",드라마,"영국,미국",영국
20101200,김종욱 찾기,20101208.0,"멜로/로맨스,드라마",멜로/로맨스,한국,한국
20101206,더 콘서트,20101125.0,"드라마,코미디",드라마,"프랑스,이탈리아,벨기에,루마니아",프랑스
20101209,라스트 갓파더,20101229.0,코미디,코미디,"한국,미국",한국
20101212,투어리스트,20101209.0,"드라마,스릴러",드라마,미국,미국
20101213,나니아 연대기: 새벽 출정호의 항해,20101208.0,"판타지,가족,어드벤처",판타지,미국,미국
20101221,쩨쩨한 로맨스,20101201.0,"코미디,멜로/로맨스",코미디,한국,한국
20101222,황해,20101222.0,"스릴러,액션,범죄",스릴러,"한국,미국,중국",한국
20101223,헬로우 고스트,20101222.0,"코미디,드라마",코미디,한국,한국
20101224,해리 포터와 죽음의 성물1,20101215.0,"미스터리,판타지",미스터리,미국,미국
20101225,트론: 새로운 시작,20101229.0,"SF,스릴러,액션",SF,미국,미국
20101226,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,20101223.0,애니메이션,애니메이션,일본,일본
20101227,톨스토이의 마지막 인생,20101215.0,"드라마,멜로/로맨스",드라마,"영국,미국,러시아,독일",영국
20101348,새미의 어드벤쳐,20101215.0,"애니메이션,어드벤처",애니메이션,벨기에,벨기에
20101378,쓰리 데이즈,20101222.0,"범죄,스릴러,액션",범죄,"미국,프랑스",미국
20101395,라푼젤,20110210.0,"애니메이션,코미디,멜로/로맨스,가족",애니메이션,미국,미국
20101399,심장이 뛴다,20110105.0,드라마,드라마,한국,한국
20102413,극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,20110105.0,애니메이션,애니메이션,일본,일본
20102414,조선명탐정 : 각시투구꽃의 비밀,20110127.0,"코미디,액션",코미디,한국,한국
20102415,평양성,20110127.0,"전쟁,코미디,드라마",전쟁,한국,한국
20102416,글러브,20110120.0,드라마,드라마,한국,한국
20102417,걸리버 여행기,20110127.0,"코미디,어드벤처",코미디,미국,미국
20102418,그린 호넷,20110127.0,드라마,드라마,미국,미국
20102419,타운,20110127.0,"드라마,범죄,스릴러",드라마,미국,미국
20102421,메가마인드,20110113.0,애니메이션,애니메이션,미국,미국
20110029,시즌 오브 더 위치: 마녀 호송단,20110113.0,"어드벤처,드라마,판타지",어드벤처,미국,미국
20110030,꿀벌 하치의 대모험,20110113.0,애니메이션,애니메이션,일본,일본
20110031,러브 & 드럭스,20110113.0,"멜로/로맨스,코미디",멜로/로맨스,미국,미국
20110071,제인 에어,20110420.0,"드라마,멜로/로맨스",드라마,영국,영국
20110171,마오의 라스트 댄서,20110428.0,드라마,드라마,호주,호주
20110172,더 라이트: 악마는 있다,20110420.0,"미스터리,스릴러",미스터리,미국,미국
20110182,스크림 4G,20110609.0,"미스터리,공포(호러),스릴러",미스터리,미국,미국
20110185,분노의 질주: 언리미티드,20110420.0,"스릴러,드라마,범죄,액션",스릴러,미국,미국
20110193,써니,20110504.0,"드라마,코미디",드라마,한국,한국
20110211,토르: 천둥의 신,20110428.0,"액션,어드벤처,판타지",액션,미국,미국
20110221,소스 코드,20110504.0,"액션,SF,스릴러",액션,미국,미국
20110233,화이트: 저주의 멜로디,20110609.0,공포(호러),공포(호러),한국,한국
20110249,하울링,20120216.0,"범죄,드라마",범죄,한국,한국
20110250,짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,20110505.0,애니메이션,애니메이션,일본,일본
20110251,풍산개,20110623.0,드라마,드라마,한국,한국
20110261,썬더일레븐 극장판 : 최강군단 오우거의 습격,20110505.0,"애니메이션,어드벤처,액션",애니메이션,일본,일본
20110279,마당을 나온 암탉,20110728.0,애니메이션,애니메이션,한국,한국
20110289,회초리,20110519.0,드라마,드라마,한국,한국
20110290,퀵,20110720.0,"코미디,액션",코미디,한국,한국
20110292,옥보단 3D,20110512.0,"성인물(에로),드라마",성인물(에로),홍콩,홍콩
20110294,캐리비안의 해적: 낯선 조류,20110519.0,"액션,판타지",액션,미국,미국
20110295,마이 웨이,20111221.0,"전쟁,액션,드라마",전쟁,"한국,일본,중국",한국
20110296,고양이: 죽음을 보는 두 개의 눈,20110707.0,공포(호러),공포(호러),한국,한국
20110297,블라인드,20110810.0,스릴러,스릴러,한국,한국
20110301,푸른소금,20110831.0,"액션,드라마,멜로/로맨스",액션,"한국,필리핀",한국
20110302,최종병기 활,20110810.0,"사극,액션",사극,한국,한국
20110303,통증,20110907.0,"멜로/로맨스,드라마",멜로/로맨스,한국,한국
20110311,천녀유혼,20110512.0,"SF,판타지,멜로/로맨스",SF,중국,중국
20110312,미확인 동영상 : 절대클릭금지,20120530.0,공포(호러),공포(호러),한국,한국
20110313,모비딕,20110609.0,"스릴러,드라마",스릴러,한국,한국
20110322,오늘,20111027.0,드라마,드라마,한국,한국
20110501,삼국지: 명장 관우,20110519.0,"전쟁,액션,드라마",전쟁,홍콩,홍콩
20110502,레지던트,20110602.0,"스릴러,공포(호러)",스릴러,"영국,미국",영국
20110511,쿵푸팬더 2,20110526.0,"애니메이션,액션,어드벤처,코미디,가족",애니메이션,미국,미국
20110561,엑스맨: 퍼스트 클래스,20110602.0,액션,액션,미국,미국
20110571,프리스트,20110609.0,액션,액션,미국,미국
20110581,링컨 차를 타는 변호사,20110616.0,"범죄,스릴러",범죄,미국,미국
20110612,커플즈,20111102.0,"멜로/로맨스,코미디",멜로/로맨스,한국,한국
20110613,의뢰인,20110929.0,스릴러,스릴러,한국,한국
20110655,그린랜턴: 반지의 선택,20110616.0,"SF,액션",SF,미국,미국
20110656,슈퍼 에이트,20110616.0,SF,SF,미국,미국
20110657,리오,20110727.0,"애니메이션,어드벤처,코미디",애니메이션,미국,미국
20110659,트랜스포머 3,20110629.0,"액션,어드벤처",액션,미국,미국
20110660,정무문 : 100대 1의 전설,20110622.0,액션,액션,"홍콩,중국",홍콩
20110798,러브 앤 프렌즈,20110616.0,드라마,드라마,미국,미국
20110881,창수,20131128.0,드라마,드라마,한국,한국
20110882,밀레니엄 : 여자를 증오한 남자들,20120111.0,"스릴러,드라마",스릴러,"미국,스웨덴,영국,독일",미국
20110896,혹성탈출: 진화의 시작,20110817.0,"액션,SF,드라마",액션,미국,미국
20110899,세 얼간이,20110818.0,코미디,코미디,인도,인도
20110905,브레이킹 던 part1,20111130.0,"드라마,판타지,멜로/로맨스",드라마,미국,미국
20110906,특수본,20111124.0,"액션,범죄",액션,한국,한국
20110911,명탐정 코난 : 침묵의 15분,20110803.0,애니메이션,애니메이션,일본,일본
20110988,음모자,20110630.0,드라마,드라마,미국,미국
20111009,해리 포터와 죽음의 성물2,20110713.0,"판타지,미스터리",판타지,미국,미국
20111034,바니버디,20110720.0,애니메이션,애니메이션,미국,미국
20111101,고 녀석 맛나겠다,20110707.0,애니메이션,애니메이션,일본,일본
20111113,퍼스트 어벤져,20110728.0,"액션,SF",액션,미국,미국
20111249,카 2,20110720.0,"애니메이션,코미디",애니메이션,미국,미국
20111351,포인트 블랭크,20110713.0,스릴러,스릴러,프랑스,프랑스
20111536,쥴리의 육지 대모험,20110908.0,애니메이션,애니메이션,"미국,홍콩,말레이시아",미국
20111540,개구쟁이 스머프,20110811.0,애니메이션,애니메이션,미국,미국
20111571,파퍼씨네 펭귄들,20110907.0,코미디,코미디,미국,미국
20111671,콜롬비아나,20110831.0,액션,액션,"미국,프랑스",미국
20111692,행오버 2,20110825.0,코미디,코미디,미국,미국
20111702,극장판 도라에몽: 진구와 철인군단 날아라 천사들,20110728.0,"애니메이션,가족",애니메이션,일본,일본
20111757,카우보이 & 에이리언,20110811.0,"액션,SF,스릴러",액션,미국,미국
20111774,가비,20120315.0,"드라마,멜로/로맨스,미스터리",드라마,한국,한국
20111892,어브덕션,20110929.0,"액션,드라마,미스터리",액션,미국,미국
20111893,킬러 엘리트,20110922.0,"스릴러,액션",스릴러,미국,미국
20111914,카운트다운,20110929.0,"드라마,액션",드라마,한국,한국
20111928,너는 펫,20111110.0,"멜로/로맨스,코미디",멜로/로맨스,한국,한국
20111987,신들의 전쟁,20111110.0,"드라마,액션,판타지",드라마,미국,미국
20112050,파이널 데스티네이션5,20110908.0,"공포(호러),액션",공포(호러),미국,미국
20112082,챔프,20110907.0,드라마,드라마,한국,한국
20112121,내 여자친구의 결혼식,20110825.0,코미디,코미디,미국,미국
20112134,배틀쉽,20120411.0,"SF,액션",SF,미국,미국
20112141,돈비 어프레이드 : 어둠 속의 속삭임,20110825.0,"공포(호러),스릴러",공포(호러),"미국,호주,멕시코",미국
20112173,리얼 스틸,20111012.0,"액션,드라마,SF",액션,미국,미국
20112175,컨테이젼,20110922.0,"액션,SF,스릴러,미스터리",액션,미국,미국
20112207,미션임파서블:고스트프로토콜,20111215.0,액션,액션,미국,미국
20112208,더 킥,20111103.0,액션,액션,"한국,태국",한국
20112221,히트,20111013.0,"드라마,액션,코미디",드라마,한국,한국
20112272,가문의 영광4 - 가문의 수난,20110907.0,코미디,코미디,한국,한국
20112303,코쿠리코 언덕에서,20110929.0,"애니메이션,멜로/로맨스",애니메이션,일본,일본
20112311,머니볼,20111117.0,드라마,드라마,미국,미국
20112534,도가니,20110922.0,드라마,드라마,한국,한국
20112542,틴틴 : 유니콘호의 비밀,20111207.0,"애니메이션,가족,어드벤처",애니메이션,"미국,뉴질랜드,벨기에",미국
20112552,투혼,20111006.0,드라마,드라마,한국,한국
20112553,쟈니 잉글리쉬2 : 네버다이,20111102.0,코미디,코미디,미국,미국
20112561,원 데이,20121213.0,"드라마,멜로/로맨스",드라마,미국,미국
20112589,오직 그대만,20111020.0,멜로/로맨스,멜로/로맨스,한국,한국
20112621,셜록홈즈 : 그림자 게임,20111221.0,"액션,미스터리",액션,미국,미국
20112651,삼총사 3D,20111012.0,"액션,어드벤처",액션,"독일,영국,프랑스",독일
20112692,드라이브,20111117.0,"액션,멜로/로맨스",액션,미국,미국
20112693,파라노말 액티비티 3,20111020.0,공포(호러),공포(호러),미국,미국
20112695,완득이,20111020.0,드라마,드라마,한국,한국
20112703,다크 나이트 라이즈,20120719.0,"액션,범죄,스릴러",액션,"미국,영국",미국
20112704,인 타임,20111027.0,"SF,스릴러,액션",SF,미국,미국
20112707,타워 하이스트,20111117.0,"액션,코미디,범죄",액션,미국,미국
20112708,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,20111222.0,"애니메이션,판타지,어드벤처",애니메이션,일본,일본
20112709,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,20111222.0,"애니메이션,판타지,어드벤처",애니메이션,일본,일본
20112762,티끌모아 로맨스,20111110.0,"멜로/로맨스,코미디",멜로/로맨스,한국,한국
20112763,헬프,20111103.0,드라마,드라마,미국,미국
20112821,프렌즈 위드 베네핏,20111027.0,"코미디,멜로/로맨스",코미디,미국,미국
20112822,청원,20111102.0,드라마,드라마,인도,인도
20112934,완벽한 파트너,20111117.0,코미디,코미디,한국,한국
20112972,아더 크리스마스,20111125.0,"애니메이션,가족",애니메이션,미국,미국
20113001,Mr.아이돌,20111103.0,드라마,드라마,한국,한국
20113201,하트 브레이커,20120419.0,"코미디,멜로/로맨스",코미디,프랑스,프랑스
20113252,톰보이,20200514.0,드라마,드라마,프랑스,프랑스
20113260,퍼펙트 게임,20111221.0,드라마,드라마,한국,한국
20113271,프렌즈: 몬스터섬의비밀,20111229.0,"애니메이션,어드벤처",애니메이션,일본,일본
20113306,50/50,20111124.0,"코미디,드라마",코미디,미국,미국
20113307,블리츠,20111207.0,"스릴러,드라마",스릴러,영국,영국
20113311,앨빈과 슈퍼밴드3,20111215.0,"애니메이션,코미디,어드벤처,가족",애니메이션,미국,미국
20113312,결정적 한방,20111207.0,"코미디,드라마",코미디,한국,한국
20113381,오싹한 연애,20111201.0,"공포(호러),멜로/로맨스,코미디",공포(호러),한국,한국
20113391,나는 공무원이다,20120712.0,"코미디,드라마",코미디,한국,한국
20113461,007 스카이폴,20121026.0,액션,액션,"미국,영국",미국
20113472,우리는 동물원을 샀다,20120118.0,"가족,코미디",가족,미국,미국
20113532,미쓰GO,20120621.0,"액션,코미디,범죄",액션,한국,한국
20113533,후궁 : 제왕의 첩,20120606.0,"사극,멜로/로맨스",사극,한국,한국
20113535,부러진 화살,20120118.0,드라마,드라마,한국,한국
20113554,내 아내의 모든 것,20120517.0,"코미디,멜로/로맨스",코미디,한국,한국
20113557,범죄와의 전쟁: 나쁜놈들 전성시대,20120202.0,"범죄,드라마",범죄,한국,한국
20113636,네버엔딩 스토리,20120118.0,"코미디,멜로/로맨스",코미디,한국,한국
20113643,파파,20120201.0,"가족,코미디",가족,"한국,미국",한국
20113652,다크아워,20120105.0,"SF,액션",SF,미국,미국
20113653,잃어버린 세계를 찾아서 2: 신비의 섬,20120119.0,"액션,어드벤처",액션,미국,미국
20113671,원더풀 라디오,20120105.0,"드라마,멜로/로맨스",드라마,한국,한국
20113743,댄싱퀸,20120118.0,"코미디,드라마",코미디,한국,한국
20113745,스노우 화이트 앤 더 헌츠맨,20120530.0,"액션,어드벤처,판타지",액션,미국,미국
20113811,코알라 키드 : 영웅의 탄생,20120112.0,애니메이션,애니메이션,"한국,미국",한국
20113821,더 레이븐,20120705.0,"스릴러,미스터리",스릴러,"미국,헝가리,스페인",미국
20113862,장화신은 고양이,20120112.0,"애니메이션,어드벤처,코미디,판타지",애니메이션,미국,미국
20113881,하이힐을 신고 달리는 여자,20120202.0,코미디,코미디,미국,미국
20113883,초한지 - 천하대전,20120111.0,액션,액션,"중국,홍콩",중국
20113885,맨 인 블랙 3,20120524.0,"액션,코미디,SF",액션,미국,미국
20113886,회사원,20121011.0,"액션,드라마",액션,한국,한국
20113887,점쟁이들,20121003.0,"코미디,공포(호러)",코미디,한국,한국
