주시작일,순위,영화코드,영화명,개봉일,주간관객,누적관객
20081208,4,20081611,미인도,2008-11-13,164247,2296867
20081208,5,20080890,순정만화,2008-11-27,85909,717666
20081208,6,20080743,1724 기방난동사건,2008-12-03,83194,276079
20081208,7,20081700,트로픽 썬더 ,2008-12-10,51204,51204
20081208,8,20081681,쏘우 V,2008-12-03,40268,143343
20081208,9,20081484,007 퀀텀 오브 솔러스,2008-11-05,24682,2202744
20081208,10,20081535,눈먼자들의 도시,2008-11-20,22494,644648
20081215,1,20081672,과속스캔들,2008-12-03,979018,2585561
20081215,2,20081696,잃어버린 세계를 찾아서,2008-12-17,428262,435935
20081215,3,20081686,벼랑 위의 포뇨,2008-12-17,421902,423477
20081215,4,20081697,트와일라잇,2008-12-10,406501,1008419
20081215,5,20081673,오스트레일리아,2008-12-10,319736,759953
20081215,6,20081703,예스맨,2008-12-17,268003,268003
20081215,7,20080750,달콤한 거짓말,2008-12-18,210365,214284
20081215,8,20081611,미인도,2008-11-13,41126,2337993
20081215,9,20081700,트로픽 썬더 ,2008-12-10,15481,66685
20081215,10,20081716,쌍화점,2008-12-30,13866,13866
20081222,1,20081672,과속스캔들,2008-12-03,1414087,3999648
20081222,2,20081723,지구가 멈추는 날,2008-12-24,1181013,1181655
20081222,3,20081686,벼랑 위의 포뇨,2008-12-17,582695,1006172
20081222,4,20081696,잃어버린 세계를 찾아서,2008-12-17,553271,989206
20081222,5,20081703,예스맨,2008-12-17,426199,694202
20081222,6,20081697,트와일라잇,2008-12-10,248020,1256439
20081222,7,20080750,달콤한 거짓말,2008-12-18,211010,425294
20081222,8,20081673,오스트레일리아,2008-12-10,158778,918731
20081222,9,20081718,로맨틱 아일랜드,2008-12-24,127059,128175
20081222,10,20081738,니코,2008-12-24,124532,125935
20081229,1,20081716,쌍화점,2008-12-30,1493487,1508843
20081229,2,20081672,과속스캔들,2008-12-03,1118787,5118435
20081229,3,20081744,볼트,2008-12-31,449101,454615
20081229,4,20081703,예스맨,2008-12-17,351392,1045594
20081229,5,20081686,벼랑 위의 포뇨,2008-12-17,338987,1345159
20081229,6,20081723,지구가 멈추는 날,2008-12-24,333307,1514962
20081229,7,20081696,잃어버린 세계를 찾아서,2008-12-17,311529,1300735
20081229,8,20081697,트와일라잇,2008-12-10,73145,1329584
20081229,9,20081673,오스트레일리아,2008-12-10,57906,976637
20081229,10,20080750,달콤한 거짓말,2008-12-18,40048,465342
20090105,1,20081716,쌍화점,2008-12-30,920526,2429369
20090105,2,20081672,과속스캔들,2008-12-03,687701,5806136
20090105,3,20081791,마다가스카 2,2009-01-08,445366,445554
20090105,4,20081809,트랜스포터-라스트 미션,2009-01-08,402727,414301
20090105,5,20081744,볼트,2008-12-31,170960,625575
20090105,6,20081703,예스맨,2008-12-17,170055,1215649
20090105,7,20081686,벼랑 위의 포뇨,2008-12-17,102949,1448108
20090105,8,20081790,디파이언스,2009-01-08,90634,91326
20090105,9,20081696,잃어버린 세계를 찾아서,2008-12-17,78098,1378833
20090105,10,20081723,지구가 멈추는 날,2008-12-24,47685,1562647
20090112,1,20081716,쌍화점,2008-12-30,658633,3088002
20090112,2,20081672,과속스캔들,2008-12-03,587448,6393584
20090112,3,20081791,마다가스카 2,2009-01-08,385945,831499
20090112,4,20081809,트랜스포터-라스트 미션,2009-01-08,367685,781986
20090112,5,20081703,예스맨,2008-12-17,134247,1349896
20090112,6,20081790,디파이언스,2009-01-08,109536,200862
20090112,7,20081744,볼트,2008-12-31,98179,723754
20090112,8,20081686,벼랑 위의 포뇨,2008-12-17,52872,1500980
20090112,9,20081696,잃어버린 세계를 찾아서,2008-12-17,42827,1421660
20090112,10,20090006,탑 블레이드 더 무비,2009-01-15,22227,23069
20090119,1,20090015,적벽대전 2 : 최후의 결전,2009-01-22,750402,767299
20090119,2,20071013,작전명 발키리,2009-01-22,537065,540348
20090119,3,20090014,유감스러운 도시,2009-01-22,461386,462968
20090119,4,20081672,과속스캔들,2008-12-03,410160,6803744
20090119,5,20081716,쌍화점,2008-12-30,299653,3387655
20090119,6,20081791,마다가스카 2,2009-01-08,166190,997689
20090119,7,20081809,트랜스포터-라스트 미션,2009-01-08,103578,885564
20090119,8,20090018,체인질링,2009-01-22,98343,98343
20090119,9,20090017,베드타임 스토리,2009-01-22,70285,70738
20090119,10,20081703,예스맨,2008-12-17,38994,1388890
20090126,1,20090015,적벽대전 2 : 최후의 결전,2009-01-22,1275586,2042885
20090126,2,20071013,작전명 발키리,2009-01-22,905724,1446072
20090126,3,20090014,유감스러운 도시,2009-01-22,821036,1284004
20090126,4,20081672,과속스캔들,2008-12-03,715417,7519161
20090126,5,20090019,잉크하트 : 어둠의 부활,2009-01-29,318541,319148
20090126,6,20081716,쌍화점,2008-12-30,258245,3645900
20090126,7,20090018,체인질링,2009-01-22,211241,309584
20090126,8,20081791,마다가스카 2,2009-01-08,191104,1188793
20090126,9,20090017,베드타임 스토리,2009-01-22,122427,193165
20090126,10,20090029,알파독,2009-01-29,73637,74242
20090202,1,20080870,마린보이,2009-02-05,429248,431157
20090202,2,20090015,적벽대전 2 : 최후의 결전,2009-01-22,410985,2453870
20090202,3,20081672,과속스캔들,2008-12-03,266643,7785804
20090202,4,20071013,작전명 발키리,2009-01-22,251332,1697404
20090202,5,20081727,워낭소리,2009-01-15,212777,305193
20090202,6,20090014,유감스러운 도시,2009-01-22,188414,1472418
20090202,7,20090019,잉크하트 : 어둠의 부활,2009-01-29,180571,499719
20090202,8,20090026,세븐 파운즈,2009-02-05,152037,152037
20090202,9,20090018,체인질링,2009-01-22,127881,437465
20090202,10,20090022,키친,2009-02-05,86171,86171
20090209,1,20090024,벤자민 버튼의 시간은 거꾸로 간다,2009-02-12,461720,461720
20090209,2,20090023,작전,2009-02-12,430734,442857
20090209,3,20081727,워낭소리,2009-01-15,409677,714870
20090209,4,20090012,그는 당신에게 반하지 않았다,2009-02-12,375715,376650
20090209,5,20080870,마린보이,2009-02-05,310042,741199
20090209,6,20090015,적벽대전 2 : 최후의 결전,2009-01-22,180280,2634150
20090209,7,20081672,과속스캔들,2008-12-03,170235,7956039
20090209,8,20090044,작은 영웅 데스페로,2009-02-12,149548,149548
20090209,9,20071013,작전명 발키리,2009-01-22,76047,1773451
20090209,10,20090026,세븐 파운즈,2009-02-05,67609,219646
20090216,1,20081727,워낭소리,2009-01-15,671572,1386442
20090216,2,20090024,벤자민 버튼의 시간은 거꾸로 간다,2009-02-12,497903,959623
20090216,3,20090023,작전,2009-02-12,396221,839078
20090216,4,20090042,핸드폰,2009-02-19,284880,286959
20090216,5,20090012,그는 당신에게 반하지 않았다,2009-02-12,265665,642315
20090216,6,20090025,문프린세스 : 문에이커의 비밀,2009-02-19,194482,195138
20090216,7,20090044,작은 영웅 데스페로,2009-02-12,133654,283202
20090216,8,20081672,과속스캔들,2008-12-03,106672,8062711
20090216,9,20090027,말리와 나,2009-02-19,97532,98866
20090216,10,20080870,마린보이,2009-02-05,74088,815287
20090223,1,20081727,워낭소리,2009-01-15,635559,2022001
20090223,2,20090024,벤자민 버튼의 시간은 거꾸로 간다,2009-02-12,367827,1327450
20090223,3,20090023,작전,2009-02-12,291130,1130208
20090223,4,20090042,핸드폰,2009-02-19,217885,504844
20090223,5,20090012,그는 당신에게 반하지 않았다,2009-02-12,156545,798860
20090223,6,20090063,인터내셔널,2009-02-26,148550,148550
20090223,7,20090025,문프린세스 : 문에이커의 비밀,2009-02-19,135509,330647
20090223,8,20090083,언데드,2009-02-26,123849,123849
20090223,9,20090044,작은 영웅 데스페로,2009-02-12,116683,399885
20090223,10,20090027,말리와 나,2009-02-19,79787,178653
20090302,1,20081727,워낭소리,2009-01-15,390858,2412859
20090302,2,20090043,왓치맨,2009-03-05,321949,322311
20090302,3,20090024,벤자민 버튼의 시간은 거꾸로 간다,2009-02-12,196484,1523934
20090302,4,20090023,작전,2009-02-12,184106,1314314
20090302,5,20090042,핸드폰,2009-02-19,88379,593223
20090302,6,20090012,그는 당신에게 반하지 않았다,2009-02-12,83380,882240
20090302,7,20090063,인터내셔널,2009-02-26,70988,219538
20090302,8,20090083,언데드,2009-02-26,68579,192428
20090302,9,20090068,더 레슬러,2009-03-05,39629,40581
20090302,10,20090086,킬러들의 도시,2009-03-05,32652,32652
20090309,1,20090085,슬픔보다 더 슬픈 이야기,2009-03-11,315250,316328
20090309,2,20090082,드래곤볼 에볼루션,2009-03-12,276006,278185
20090309,3,20081727,워낭소리,2009-01-15,254691,2667550
20090309,4,20090043,왓치맨,2009-03-05,204886,527197
20090309,5,20090087,뉴욕은 언제나 사랑 중,2009-03-12,149890,149890
20090309,6,20090024,벤자민 버튼의 시간은 거꾸로 간다,2009-02-12,138599,1662533
20090309,7,20090091,13일의 금요일,2009-03-12,136794,137081
20090309,8,20090023,작전,2009-02-12,131609,1445923
20090309,9,20090012,그는 당신에게 반하지 않았다,2009-02-12,39671,921911
20090309,10,20081672,과속스캔들,2008-12-03,25690,8199215
20090316,1,20090157,푸시,2009-03-19,319706,322285
20090316,2,20090161,슬럼독 밀리어네어,2009-03-19,261828,262834
20090316,3,20090169,실종,2009-03-19,249373,249373
20090316,4,20090085,슬픔보다 더 슬픈 이야기,2009-03-11,230366,546694
20090316,5,20081727,워낭소리,2009-01-15,122128,2789678
20090316,6,20090082,드래곤볼 에볼루션,2009-03-12,106742,384927
20090316,7,20090087,뉴욕은 언제나 사랑 중,2009-03-12,75432,225322
20090316,8,20090091,13일의 금요일,2009-03-12,59807,196888
20090316,9,20090043,왓치맨,2009-03-05,58067,585264
20090316,10,20090064,그랜 토리노,2009-03-19,57113,63198
20090323,1,20090161,슬럼독 밀리어네어,2009-03-19,325197,588031
20090323,2,20090157,푸시,2009-03-19,258802,581087
20090323,3,20090169,실종,2009-03-19,222392,471765
20090323,4,20090065,더 리더: 책 읽어주는 남자,2009-03-26,147484,166649
20090323,5,20090090,쇼퍼홀릭,2009-03-26,138968,147928
20090323,6,20090085,슬픔보다 더 슬픈 이야기,2009-03-11,121679,668373
20090323,7,20090174,카오스,2009-03-26,119841,121146
20090323,8,20090167,기프트,2009-03-26,98388,99064
20090323,9,20081727,워낭소리,2009-01-15,55653,2845331
20090323,10,20090064,그랜 토리노,2009-03-19,41612,104810
20090330,1,20090156,그림자 살인,2009-04-02,537312,549838
20090330,2,20090161,슬럼독 밀리어네어,2009-03-19,243871,831902
20090330,3,20090176,분노의 질주: 더 오리지널,2009-04-02,230087,230087
20090330,4,20090065,더 리더: 책 읽어주는 남자,2009-03-26,153872,320521
20090330,5,20090090,쇼퍼홀릭,2009-03-26,103908,251836
20090330,6,20090169,실종,2009-03-19,100023,571788
20090330,7,20090157,푸시,2009-03-19,99090,680177
20090330,8,20090174,카오스,2009-03-26,64456,185602
20090330,9,20090088,신부들의 전쟁,2009-04-02,61994,64742
20090330,10,20090167,기프트,2009-03-26,40653,139717
20090406,1,20090156,그림자 살인,2009-04-02,575415,1125253
20090406,2,20090176,분노의 질주: 더 오리지널,2009-04-02,255469,485556
20090406,3,20090161,슬럼독 밀리어네어,2009-03-19,143815,975717
20090406,4,20090193,우리 집에 왜 왔니,2009-04-09,123613,124526
20090406,5,20090065,더 리더: 책 읽어주는 남자,2009-03-26,83759,404280
20090406,6,20090192,용의자 X의 헌신,2009-04-09,57970,57970
20090406,7,20090190,미쓰 루시힐,2009-04-09,52535,52935
20090406,8,20090090,쇼퍼홀릭,2009-03-26,44428,296264
20090406,9,20090169,실종,2009-03-19,43623,615411
20090406,10,20090191,안나와 알렉스 : 두자매 이야기,2009-04-09,33885,34149
20090413,1,20090206,노잉,2009-04-16,452213,459787
20090413,2,20090156,그림자 살인,2009-04-02,392133,1517386
20090413,3,20090210,13구역: 얼티메이텀,2009-04-16,210372,210784
20090413,4,20090176,분노의 질주: 더 오리지널,2009-04-02,122287,607843
20090413,5,20090161,슬럼독 밀리어네어,2009-03-19,75339,1051056
20090413,6,20090193,우리 집에 왜 왔니,2009-04-09,68849,193375
20090413,7,20090207,엽문,2009-04-16,53957,54393
20090413,8,20090203,내 남자의 아내도 좋아,2009-04-15,35514,35707
20090413,9,20081737,7급 공무원,2009-04-22,35252,39065
20090413,10,20090205,더블 스파이,2009-04-16,31071,31071
20090420,1,20081737,7급 공무원,2009-04-22,708934,747999
20090420,2,20090206,노잉,2009-04-16,361032,820819
20090420,3,20090156,그림자 살인,2009-04-02,249588,1766974
20090420,4,20090210,13구역: 얼티메이텀,2009-04-16,224904,435688
20090420,5,20090195,몬스터 vs 에이리언,2009-04-23,219788,220055
20090420,6,20090176,분노의 질주: 더 오리지널,2009-04-02,57270,665113
20090420,7,20090035,똥파리,2009-04-16,46359,72545
20090420,8,20090207,엽문,2009-04-16,45943,100336
20090420,9,20090161,슬럼독 밀리어네어,2009-03-19,45705,1096761
20090420,10,20090219,제독의 연인,2009-04-23,29564,29791
20090427,1,20081003,박쥐,2009-04-30,960356,962666
20090427,2,20081737,7급 공무원,2009-04-22,789260,1537259
20090427,3,20090222,엑스맨 탄생: 울버린,2009-04-30,596887,596887
20090427,4,20090225,인사동 스캔들,2009-04-29,408084,412183
20090427,5,20090195,몬스터 vs 에이리언,2009-04-23,162569,382624
20090427,6,20090206,노잉,2009-04-16,145512,966331
20090427,7,20090156,그림자 살인,2009-04-02,92650,1859624
20090427,8,20090226,케로로 더 무비: 드래곤 워리어,2009-04-30,69391,70711
20090427,9,20090214,스테이트 오브 플레이,2009-04-30,68241,76056
20090427,10,20090210,13구역: 얼티메이텀,2009-04-16,53355,489043
20090504,1,20081737,7급 공무원,2009-04-22,921510,2458769
20090504,2,20081003,박쥐,2009-04-30,777338,1740004
20090504,3,20090222,엑스맨 탄생: 울버린,2009-04-30,553387,1150274
20090504,4,20090225,인사동 스캔들,2009-04-29,477816,889999
20090504,5,20090235,스타 트렉: 더 비기닝,2009-05-07,426520,433508
20090504,6,20090195,몬스터 vs 에이리언,2009-04-23,250439,633063
20090504,7,20090226,케로로 더 무비: 드래곤 워리어,2009-04-30,124490,195201
20090504,8,20090227,리틀 비버,2009-04-30,75686,114867
20090504,9,20090206,노잉,2009-04-16,72945,1039276
20090504,10,20090214,스테이트 오브 플레이,2009-04-30,62496,138552
20090511,1,20090234,천사와 악마,2009-05-14,775982,775982
20090511,2,20081737,7급 공무원,2009-04-22,646552,3105321
20090511,3,20090235,스타 트렉: 더 비기닝,2009-05-07,414567,848075
20090511,4,20090237,김씨표류기,2009-05-14,317456,319588
20090511,5,20081003,박쥐,2009-04-30,270261,2010265
20090511,6,20090225,인사동 스캔들,2009-04-29,178887,1068886
20090511,7,20090222,엑스맨 탄생: 울버린,2009-04-30,110386,1260660
20090511,8,20090259,옹박: 더 레전드,2009-05-14,22693,22693
20090511,9,20090195,몬스터 vs 에이리언,2009-04-23,21639,654702
20090511,10,20090265,할로윈:살인마의 탄생,2009-05-14,19404,19803
20090518,1,20090238,터미네이터 : 미래전쟁의 시작,2009-05-21,1673554,1675115
20090518,2,20090234,천사와 악마,2009-05-14,575678,1351660
20090518,3,20081737,7급 공무원,2009-04-22,440118,3545439
20090518,4,20090237,김씨표류기,2009-05-14,247670,567258
20090518,5,20090235,스타 트렉: 더 비기닝,2009-05-07,168671,1016746
20090518,6,20081003,박쥐,2009-04-30,121405,2131670
20090518,7,20090284,코렐라인,2009-05-21,99097,99097
20090518,8,20090225,인사동 스캔들,2009-04-29,52987,1121873
20090518,9,20090222,엑스맨 탄생: 울버린,2009-04-30,17585,1278245
20090518,10,20090261,잘 알지도 못하면서,2009-05-14,11640,23673
20090525,1,20090238,터미네이터 : 미래전쟁의 시작,2009-05-21,1250589,2925704
20090525,2,20090248,마더,2009-05-28,1198755,1202022
20090525,3,20090234,천사와 악마,2009-05-14,290743,1642403
20090525,4,20081737,7급 공무원,2009-04-22,237955,3783394
20090525,5,20090237,김씨표류기,2009-05-14,100380,667638
20090525,6,20090284,코렐라인,2009-05-21,66272,165369
20090525,7,20090235,스타 트렉: 더 비기닝,2009-05-07,50671,1067417
20090525,8,20081003,박쥐,2009-04-30,48614,2180284
20090525,9,20090269,에코,2009-05-28,29496,29730
20090525,10,20090225,인사동 스캔들,2009-04-29,18099,1139972
20090601,1,20090248,마더,2009-05-28,971959,2173981
20090601,2,20090282,박물관이 살아있다 2,2009-06-04,939071,942333
20090601,3,20090238,터미네이터 : 미래전쟁의 시작,2009-05-21,799334,3725038
20090601,4,20090234,천사와 악마,2009-05-14,190721,1833124
20090601,5,20081737,7급 공무원,2009-04-22,162170,3945564
20090601,6,20090284,코렐라인,2009-05-21,42609,207978
20090601,7,20090237,김씨표류기,2009-05-14,40632,708270
20090601,8,20081003,박쥐,2009-04-30,19094,2199378
20090601,9,20090269,에코,2009-05-28,14621,44351
20090601,10,20090235,스타 트렉: 더 비기닝,2009-05-07,11932,1079349
20090608,1,20090282,박물관이 살아있다 2,2009-06-04,574744,1517077
20090608,2,20090297,거북이 달린다,2009-06-11,542445,544054
20090608,3,20090248,마더,2009-05-28,424105,2598086
20090608,4,20090238,터미네이터 : 미래전쟁의 시작,2009-05-21,399576,4124614
20090608,5,20090287,펠햄 123,2009-06-11,171597,171597
20090608,6,20090288,드래그 미 투 헬,2009-06-11,128393,129201
20090608,7,20090320,블러드,2009-06-11,69971,70660
20090608,8,20090234,천사와 악마,2009-05-14,57156,1890280
20090608,9,20081737,7급 공무원,2009-04-22,56936,4002500
20090608,10,20090314,임피 원더랜드 가다,2009-06-11,19899,19899
20090615,1,20090297,거북이 달린다,2009-06-11,880639,1424693
20090615,2,20090282,박물관이 살아있다 2,2009-06-04,287094,1804171
20090615,3,20090327,여고괴담 5,2009-06-18,286215,286215
20090615,4,20090238,터미네이터 : 미래전쟁의 시작,2009-05-21,260942,4385556
20090615,5,20090248,마더,2009-05-28,219181,2817267
20090615,6,20090287,펠햄 123,2009-06-11,145569,317166
20090615,7,20090288,드래그 미 투 헬,2009-06-11,105046,234247
20090615,8,20090333,블룸 형제 사기단,2009-06-18,53808,54207
20090615,9,20090332,신주쿠 사건,2009-06-18,29186,29420
20090615,10,20090320,블러드,2009-06-11,28288,98948
20090622,1,20090303,트랜스포머: 패자의 역습,2009-06-24,2992475,2992475
20090622,2,20090297,거북이 달린다,2009-06-11,526156,1950849
20090622,3,20090327,여고괴담 5,2009-06-18,148820,435035
20090622,4,20090282,박물관이 살아있다 2,2009-06-04,89227,1893398
20090622,5,20090248,마더,2009-05-28,87141,2904408
20090622,6,20090238,터미네이터 : 미래전쟁의 시작,2009-05-21,71255,4456811
20090622,7,20090343,링스 어드벤처,2009-06-24,63800,64488
20090622,8,20090287,펠햄 123,2009-06-11,29349,346515
20090622,9,20090288,드래그 미 투 헬,2009-06-11,26382,260629
20090622,10,20090333,블룸 형제 사기단,2009-06-18,15021,69228
20090629,1,20090303,트랜스포머: 패자의 역습,2009-06-24,2210184,5202659
20090629,2,20090297,거북이 달린다,2009-06-11,451387,2402236
20090629,3,20090336,킹콩을 들다,2009-07-01,312571,327904
20090629,4,20090327,여고괴담 5,2009-06-18,130452,565487
20090629,5,20090282,박물관이 살아있다 2,2009-06-04,54152,1947550
20090629,6,20090248,마더,2009-05-28,49081,2953489
20090629,7,20090343,링스 어드벤처,2009-06-24,41803,106291
20090629,8,20090238,터미네이터 : 미래전쟁의 시작,2009-05-21,29700,4486511
20090629,9,20081454,언노운 우먼,2009-07-01,11240,12257
20090629,10,20090288,드래그 미 투 헬,2009-06-11,9143,269772
20090706,1,20090303,트랜스포머: 패자의 역습,2009-06-24,1337630,6540289
20090706,2,20090336,킹콩을 들다,2009-07-01,413646,741550
20090706,3,20090297,거북이 달린다,2009-06-11,380175,2782411
20090706,4,20090319,오감도,2009-07-09,263289,264755
20090706,5,20090345,주온-원혼의 부활,2009-07-09,192970,193234
20090706,6,20071015,아더와 미니모이-제1탄비밀원정대의출정,2009-07-09,95584,99663
20090706,7,20090327,여고괴담 5,2009-06-18,61942,627429
20090706,8,20090282,박물관이 살아있다 2,2009-06-04,23143,1970693
20090706,9,20090248,마더,2009-05-28,20221,2973710
20090706,10,20090343,링스 어드벤처,2009-06-24,18348,124639
20090713,1,20090379,해리 포터와 혼혈 왕자,2009-07-15,1690424,1690424
20090713,2,20090051,차우,2009-07-15,675943,686972
20090713,3,20090303,트랜스포머: 패자의 역습,2009-06-24,497797,7038086
20090713,4,20090336,킹콩을 들다,2009-07-01,294996,1036546
20090713,5,20090297,거북이 달린다,2009-06-11,184174,2966585
20090713,6,20090319,오감도,2009-07-09,107627,372382
20090713,7,20090345,주온-원혼의 부활,2009-07-09,89915,283149
20090713,8,20090403,극장판 도라에몽: 진구의 공룡대탐험,2009-07-15,75512,75746
20090713,9,20071015,아더와 미니모이-제1탄비밀원정대의출정,2009-07-09,20258,119921
20090713,10,20090074,해운대,2009-07-22,9802,9802
20090720,1,20090074,해운대,2009-07-22,1985336,1995138
20090720,2,20090379,해리 포터와 혼혈 왕자,2009-07-15,817556,2507980
20090720,3,20090051,차우,2009-07-15,554274,1241246
20090720,4,20090303,트랜스포머: 패자의 역습,2009-06-24,233462,7271548
20090720,5,20090336,킹콩을 들다,2009-07-01,158504,1195050
20090720,6,20090403,극장판 도라에몽: 진구의 공룡대탐험,2009-07-15,84819,160565
20090720,7,20090061,블러디 발렌타인,2009-07-22,78871,85037
20090720,8,20090297,거북이 달린다,2009-06-11,51318,3017903
20090720,9,20090345,주온-원혼의 부활,2009-07-09,18729,301878
20090720,10,20090319,오감도,2009-07-09,16034,388416
20090727,1,20090074,해운대,2009-07-22,2800670,4795808
20090727,2,20090307,국가대표,2009-07-29,945376,953517
20090727,3,20090391,업,2009-07-29,414325,415171
20090727,4,20090051,차우,2009-07-15,319035,1560281
20090727,5,20090379,해리 포터와 혼혈 왕자,2009-07-15,315055,2823035
20090727,6,20090412,명탐정 코난 : 칠흑의 추적자,2009-07-29,251792,251940
20090727,7,20090303,트랜스포머: 패자의 역습,2009-06-24,87121,7358669
20090727,8,20090336,킹콩을 들다,2009-07-01,50225,1245275
20090727,9,20090411,메디엄,2009-07-29,47689,48667
20090727,10,20090403,극장판 도라에몽: 진구의 공룡대탐험,2009-07-15,45476,206041
20090803,1,20090074,해운대,2009-07-22,2631369,7427177
20090803,2,20090307,국가대표,2009-07-29,1441448,2394965
20090803,3,20090427,지.아이.조 : 전쟁의 서막,2009-08-06,963850,963850
20090803,4,20090391,업,2009-07-29,414704,829875
20090803,5,20090389,10억,2009-08-06,277160,277160
20090803,6,20090412,명탐정 코난 : 칠흑의 추적자,2009-07-29,255624,507564
20090803,7,20090051,차우,2009-07-15,180457,1740738
20090803,8,20090379,해리 포터와 혼혈 왕자,2009-07-15,119543,2942578
20090803,9,20090303,트랜스포머: 패자의 역습,2009-06-24,29011,7387680
20090803,10,20090411,메디엄,2009-07-29,26575,75242
20090810,1,20090074,해운대,2009-07-22,1585176,9012353
20090810,2,20090307,국가대표,2009-07-29,1541644,3936609
20090810,3,20090427,지.아이.조 : 전쟁의 서막,2009-08-06,826594,1790444
20090810,4,20090408,아이스 에이지 3: 공룡시대,2009-08-12,435384,435384
20090810,5,20090426,퍼블릭 에너미,2009-08-12,290614,290614
20090810,6,20090434,불신지옥,2009-08-12,162670,164387
20090810,7,20090389,10억,2009-08-06,130454,407614
20090810,8,20090391,업,2009-07-29,127562,957437
20090810,9,20090412,명탐정 코난 : 칠흑의 추적자,2009-07-29,91598,599162
20090810,10,20090445,썸머 워즈,2009-08-13,63291,63717
20090817,1,20090307,국가대표,2009-07-29,1375519,5312128
20090817,2,20090074,해운대,2009-07-22,931025,9943378
20090817,3,20090427,지.아이.조 : 전쟁의 서막,2009-08-06,474599,2265043
20090817,4,20090408,아이스 에이지 3: 공룡시대,2009-08-12,282666,718050
20090817,5,20090304,요가학원,2009-08-20,185592,187061
20090817,6,20090459,퍼펙트 겟어웨이,2009-08-20,165195,165363
20090817,7,20090426,퍼블릭 에너미,2009-08-12,124594,415208
20090817,8,20090455,오펀: 천사의 비밀,2009-08-20,118572,120462
20090817,9,20090454,소피의 연애 매뉴얼,2009-08-20,78614,80076
20090817,10,20090434,불신지옥,2009-08-12,72657,237044
20090824,1,20090307,국가대표,2009-07-29,949772,6261900
20090824,2,20090074,해운대,2009-07-22,640893,10584271
20090824,3,20090425,블랙,2009-08-27,262864,270371
20090824,4,20090427,지.아이.조 : 전쟁의 서막,2009-08-06,243708,2508751
20090824,5,20090455,오펀: 천사의 비밀,2009-08-20,174477,294939
20090824,6,20090462,코코 샤넬,2009-08-27,116605,116929
20090824,7,20090408,아이스 에이지 3: 공룡시대,2009-08-12,106409,824459
20090824,8,20090459,퍼펙트 겟어웨이,2009-08-20,102389,267752
20090824,9,20090304,요가학원,2009-08-20,68548,255609
20090824,10,20090428,나의 로맨틱 가이드,2009-08-27,42329,44604
20090831,1,20090307,국가대표,2009-07-29,654177,6916077
20090831,2,20090074,해운대,2009-07-22,342653,10926924
20090831,3,20090425,블랙,2009-08-27,263147,533518
20090831,4,20090449,프로포즈,2009-09-03,148109,156779
20090831,5,20090427,지.아이.조 : 전쟁의 서막,2009-08-06,127897,2636648
20090831,6,20090455,오펀: 천사의 비밀,2009-08-20,121489,416428
20090831,7,20090462,코코 샤넬,2009-08-27,73254,190183
20090831,8,20090485,왼편 마지막 집,2009-09-03,57496,57496
20090831,9,20090453,드림업,2009-09-03,56594,57401
20090831,10,20090459,퍼펙트 겟어웨이,2009-08-20,37934,305686
20090907,1,20090307,국가대표,2009-07-29,404265,7320342
20090907,2,20090484,애자,2009-09-09,377161,384330
20090907,3,20090510,이태원 살인사건,2009-09-10,283557,285290
20090907,4,20090074,해운대,2009-07-22,190397,11117321
20090907,5,20090425,블랙,2009-08-27,162789,696307
20090907,6,20090449,프로포즈,2009-09-03,105757,262536
20090907,7,20090527,국가대표 완결판-못 다한 이야기,2009-09-10,80877,80877
20090907,8,20090511,하이 레인,2009-09-09,68600,68600
20090907,9,20090469,마이 시스터즈 키퍼,2009-09-10,65183,65183
20090907,10,20090501,9:나인,2009-09-09,58965,59289
20090914,1,20090484,애자,2009-09-09,512400,896730
20090914,2,20090307,국가대표,2009-07-29,216161,7536503
20090914,3,20090510,이태원 살인사건,2009-09-10,190990,476280
20090914,4,20090513,어글리 트루스,2009-09-17,148171,152784
20090914,5,20090074,해운대,2009-07-22,113837,11231158
20090914,6,20090425,블랙,2009-08-27,106812,803119
20090914,7,20090527,국가대표 완결판-못 다한 이야기,2009-09-10,99033,179910
20090914,8,20090529,S러버,2009-09-17,61787,61787
20090914,9,20090449,프로포즈,2009-09-03,49669,312205
20090914,10,20090469,마이 시스터즈 키퍼,2009-09-10,45469,110652
20090921,1,20090329,내 사랑 내 곁에,2009-09-24,652225,654339
20090921,2,20090308,불꽃처럼 나비처럼,2009-09-24,439770,447638
20090921,3,20090484,애자,2009-09-09,293599,1190329
20090921,4,20090528,페임,2009-09-24,214843,215656
20090921,5,20090307,국가대표,2009-07-29,122976,7659479
20090921,6,20090513,어글리 트루스,2009-09-17,105921,258705
20090921,7,20090527,국가대표 완결판-못 다한 이야기,2009-09-10,55340,235250
20090921,8,20090510,이태원 살인사건,2009-09-10,47340,523620
20090921,9,20090074,해운대,2009-07-22,44891,11276049
20090921,10,20090425,블랙,2009-08-27,39746,842865
20090928,1,20090329,내 사랑 내 곁에,2009-09-24,818862,1473201
20090928,2,20090308,불꽃처럼 나비처럼,2009-09-24,625200,1072838
20090928,3,20090554,써로게이트,2009-10-01,402128,402364
20090928,4,20090484,애자,2009-09-09,338031,1528360
20090928,5,20090528,페임,2009-09-24,268936,484592
20090928,6,20090555,게이머,2009-10-01,200070,203867
20090928,7,20090307,국가대표,2009-07-29,196845,7856324
20090928,8,20090572,파이널 데스티네이션 4,2009-10-01,148750,148750
