주시작일,순위,영화코드,영화명,개봉일,주간관객,누적관객
20040105,1,20030410,실미도,2003-12-24,273863,647712
20040105,2,20030316,반지의 제왕 : 왕의 귀환,2003-12-17,117833,548189
20040105,3,20030430,라스트 사무라이,2004-01-09,87988,88264
20040105,4,20030420,동해물과 백두산이,2003-12-31,62006,150056
20040105,5,20030404,러브 액츄얼리,2003-12-05,21291,187174
20040105,7,20030426,더 캣,2003-12-31,12677,30403
20040105,8,20030350,올드보이,2003-11-21,7634,294319
20040105,9,20030408,해피 에로 크리스마스,2003-12-17,702,64378
20040105,10,20030433,말죽거리 잔혹사,2004-01-16,284,284
20040112,1,20030410,실미도,2003-12-24,204967,852679
20040112,2,20030433,말죽거리 잔혹사,2004-01-16,168714,168998
20040112,3,20030430,라스트 사무라이,2004-01-09,78156,166420
20040112,4,20030435,내사랑 싸가지,2004-01-16,77531,77531
20040112,5,20030316,반지의 제왕 : 왕의 귀환,2003-12-17,56669,604858
20040112,6,20040442,피터 팬,2004-01-16,25823,25823
20040112,7,20040441,빙우,2004-01-16,24043,24043
20040112,9,20030420,동해물과 백두산이,2003-12-31,13028,163084
20040112,10,20030404,러브 액츄얼리,2003-12-05,9137,196311
20040112,11,20030436,브라더 베어,2004-01-16,8150,8150
20040119,1,20030433,말죽거리 잔혹사,2004-01-16,250385,419383
20040119,2,20030410,실미도,2003-12-24,234976,1087655
20040119,3,20030435,내사랑 싸가지,2004-01-16,133316,210847
20040119,4,20040443,페이첵,2004-01-22,70078,70078
20040119,5,20030430,라스트 사무라이,2004-01-09,69234,235654
20040119,6,20040442,피터 팬,2004-01-16,53983,79806
20040119,7,20030316,반지의 제왕 : 왕의 귀환,2003-12-17,38833,643691
20040119,9,20040441,빙우,2004-01-16,25420,49463
20040119,10,20030436,브라더 베어,2004-01-16,7737,15887
20040119,11,20030404,러브 액츄얼리,2003-12-05,7041,203352
20040126,1,20030410,실미도,2003-12-24,165151,1252806
20040126,2,20030433,말죽거리 잔혹사,2004-01-16,117524,536907
20040126,3,20030435,내사랑 싸가지,2004-01-16,69797,280644
20040126,4,20040443,페이첵,2004-01-22,40804,110882
20040126,5,20030430,라스트 사무라이,2004-01-09,38586,274240
20040126,6,20040442,피터 팬,2004-01-16,35144,114950
20040126,7,20030434,안녕! 유에프오,2004-01-30,27937,27937
20040126,8,20030316,반지의 제왕 : 왕의 귀환,2003-12-17,26184,669875
20040126,9,20030439,그녀를 모르면 간첩,2004-01-30,23907,23907
20040126,10,20030437,런어웨이,2004-01-30,14532,14532
20040202,1,20030371,태극기 휘날리며,2004-02-05,408103,408103
20040202,2,20030410,실미도,2003-12-24,139141,1391947
20040202,3,20030433,말죽거리 잔혹사,2004-01-16,49877,586784
20040202,4,20040442,피터 팬,2004-01-16,21479,136429
20040202,5,20030430,라스트 사무라이,2004-01-09,17678,291918
20040202,6,20030316,반지의 제왕 : 왕의 귀환,2003-12-17,17144,687019
20040202,7,20040443,페이첵,2004-01-22,14993,125875
20040202,8,20030435,내사랑 싸가지,2004-01-16,14274,294918
20040202,9,20030434,안녕! 유에프오,2004-01-30,11745,39682
20040202,10,20030206,베이직,2004-02-06,8392,8392
20040209,1,20030371,태극기 휘날리며,2004-02-05,597119,1005222
20040209,2,20030410,실미도,2003-12-24,96097,1488044
20040209,3,20040467,사랑할 때 버려야 할 아까운 것들,2004-02-13,37061,37061
20040209,5,20030433,말죽거리 잔혹사,2004-01-16,14194,600978
20040209,6,20040460,열두명의 웬수들 ,2004-02-13,7159,7159
20040209,7,20040443,페이첵,2004-01-22,4391,130266
20040209,8,20030430,라스트 사무라이,2004-01-09,4158,296076
20040209,9,20030316,반지의 제왕 : 왕의 귀환,2003-12-17,4058,691077
20040209,10,20030440,자토이치,2004-01-30,3625,22338
20040209,11,20030206,베이직,2004-02-06,3205,11597
20040216,1,20030371,태극기 휘날리며,2004-02-05,439483,1444705
20040216,2,20030410,실미도,2003-12-24,75924,1563968
20040216,3,20030413,목포는 항구다,2004-02-20,68018,68018
20040216,4,20040446,그녀를 믿지 마세요,2004-02-20,65258,66705
20040216,5,20040467,사랑할 때 버려야 할 아까운 것들,2004-02-13,38246,75307
20040216,6,20040461,콜드 마운틴,2004-02-20,19601,19601
20040216,7,20040476,사랑도 통역이 되나요?,2004-02-20,14163,14163
20040216,9,20040460,열두명의 웬수들 ,2004-02-13,5459,12618
20040216,10,20030433,말죽거리 잔혹사,2004-01-16,3647,604625
20040216,11,20040459,스파이 키드 3D,2004-02-13,2633,5663
20040223,1,20030371,태극기 휘날리며,2004-02-05,367326,1812031
20040223,2,20030413,목포는 항구다,2004-02-20,109232,177250
20040223,3,20040446,그녀를 믿지 마세요,2004-02-20,100008,166713
20040223,4,20030410,실미도,2003-12-24,68541,1632509
20040223,5,20040467,사랑할 때 버려야 할 아까운 것들,2004-02-13,22373,97680
20040223,6,20040461,콜드 마운틴,2004-02-20,20075,39676
20040223,7,20040448,타임라인,2004-02-27,14412,14412
20040223,8,20040447,스쿨 오브 락,2004-02-27,12349,12349
20040223,9,20040476,사랑도 통역이 되나요?,2004-02-20,10990,25153
20040223,11,20040464,8명의 여인들,2004-02-27,7205,7205
20040301,1,20030371,태극기 휘날리며,2004-02-05,237468,2049499
20040301,2,20030413,목포는 항구다,2004-02-20,94942,272192
20040301,3,20040446,그녀를 믿지 마세요,2004-02-20,68564,235277
20040301,4,20030410,실미도,2003-12-24,41528,1674037
20040301,5,20040505,사마리아,2004-03-05,25569,25569
20040301,6,20040462,빅 피쉬,2004-03-05,19014,19014
20040301,7,20040467,사랑할 때 버려야 할 아까운 것들,2004-02-13,13109,110789
20040301,8,20040479,휴먼 스테인,2004-03-05,11901,11901
20040301,9,20040447,스쿨 오브 락,2004-02-27,9236,21585
20040301,10,20040461,콜드 마운틴,2004-02-20,8994,48670
20040308,1,20030371,태극기 휘날리며,2004-02-05,132569,2182068
20040308,2,20030413,목포는 항구다,2004-02-20,61273,333465
20040308,3,20040471,어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,2004-03-12,57954,57954
20040308,4,20040456,어깨동무,2004-03-12,42808,42808
20040308,5,20040446,그녀를 믿지 마세요,2004-02-20,33927,269204
20040308,6,20040462,빅 피쉬,2004-03-05,22610,41624
20040308,7,20030410,실미도,2003-12-24,21749,1695786
20040308,8,20040505,사마리아,2004-03-05,16011,41580
20040308,9,20040512,헌티드,2004-03-12,15214,15214
20040308,10,20040467,사랑할 때 버려야 할 아까운 것들,2004-02-13,10575,121364
20040315,1,20030371,태극기 휘날리며,2004-02-05,106109,2288177
20040315,2,20040471,어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,2004-03-12,65161,123115
20040315,3,20030413,목포는 항구다,2004-02-20,48557,382022
20040315,4,20040456,어깨동무,2004-03-12,45524,88332
20040315,5,20040509,모나리자 스마일,2004-03-19,20787,20787
20040315,6,20040446,그녀를 믿지 마세요,2004-02-20,18176,287380
20040315,7,20040519,히달고,2004-03-19,17268,17268
20040315,8,20040462,빅 피쉬,2004-03-05,14062,55686
20040315,9,20030410,실미도,2003-12-24,13199,1708985
20040315,10,20040512,헌티드,2004-03-12,9226,24440
20040322,1,20030371,태극기 휘날리며,2004-02-05,68138,2356315
20040322,2,20040482,맹부삼천지교,2004-03-26,64424,64424
20040322,3,20040471,어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,2004-03-12,43472,166587
20040322,4,20030413,목포는 항구다,2004-02-20,32777,414799
20040322,5,20040496,아홉살 인생,2004-03-26,31999,31999
20040322,6,20040456,어깨동무,2004-03-12,26574,114906
20040322,7,20040506,허니 ,2004-03-26,15229,15229
20040322,8,20040509,모나리자 스마일,2004-03-19,14154,34941
20040322,9,20040519,히달고,2004-03-19,10723,27991
20040322,10,20040462,빅 피쉬,2004-03-05,10345,66031
20040329,1,20040525,패션 오브 크라이스트,2004-04-02,124330,124330
20040329,2,20040481,어린 신부,2004-04-02,112480,112803
20040329,3,20040482,맹부삼천지교,2004-03-26,63823,128247
20040329,4,20030371,태극기 휘날리며,2004-02-05,49567,2405882
20040329,5,20040496,아홉살 인생,2004-03-26,27368,59367
20040329,6,20040486,마지막 늑대,2004-04-01,24045,24045
20040329,7,20040522,폴리와 함께,2004-04-02,13793,13793
20040329,8,20040471,어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,2004-03-12,12313,178900
20040329,9,20040528,고티카,2004-04-02,11047,11047
20040329,10,20030413,목포는 항구다,2004-02-20,9034,423833
20040405,1,20040525,패션 오브 크라이스트,2004-04-02,224534,348864
20040405,2,20040481,어린 신부,2004-04-02,185275,298078
20040405,3,20030371,태극기 휘날리며,2004-02-05,48857,2454739
20040405,4,20040482,맹부삼천지교,2004-03-26,45327,173574
20040405,5,20040514,바람의 전설,2004-04-09,24938,24938
20040405,6,20040499,저지 걸,2004-04-09,21983,21983
20040405,7,20040496,아홉살 인생,2004-03-26,20371,79738
20040405,8,20040486,마지막 늑대,2004-04-01,18805,42850
20040405,9,20040522,폴리와 함께,2004-04-02,12935,26728
20040405,10,20040528,고티카,2004-04-02,9971,21018
20040412,1,20040481,어린 신부,2004-04-02,262376,560454
20040412,2,20040525,패션 오브 크라이스트,2004-04-02,246543,595407
20040412,3,20040487,범죄의 재구성,2004-04-15,222524,222856
20040412,4,20040526,첫키스만 50번째,2004-04-15,60402,60402
20040412,5,20040514,바람의 전설,2004-04-09,49729,74667
20040412,6,20040499,저지 걸,2004-04-09,45786,67769
20040412,7,20040482,맹부삼천지교,2004-03-26,42677,216251
20040412,8,20030371,태극기 휘날리며,2004-02-05,33569,2488308
20040412,9,20040455,무간도3: 종극무간,2004-07-02,19092,19092
20040412,10,20040524,테이킹 라이브즈,2004-04-15,17057,17057
20040419,1,20040487,범죄의 재구성,2004-04-15,288017,510873
20040419,2,20040481,어린 신부,2004-04-02,176053,736507
20040419,3,20040525,패션 오브 크라이스트,2004-04-02,123688,719095
20040419,4,20040526,첫키스만 50번째,2004-04-15,66176,126578
20040419,5,20040537,라이어,2004-04-23,55433,55433
20040419,6,20030371,태극기 휘날리며,2004-02-05,20627,2508935
20040419,7,20040514,바람의 전설,2004-04-09,19429,94096
20040419,8,20040499,저지 걸,2004-04-09,18315,86084
20040419,9,20040455,무간도3: 종극무간,2004-07-02,17760,36852
20040419,10,20040524,테이킹 라이브즈,2004-04-15,16717,33774
20040426,1,20040487,범죄의 재구성,2004-04-15,200423,711296
20040426,2,20040488,아라한 장풍대작전,2004-04-30,171072,171072
20040426,3,20040481,어린 신부,2004-04-02,107124,843631
20040426,4,20040525,패션 오브 크라이스트,2004-04-02,68042,787137
20040426,5,20040537,라이어,2004-04-23,44170,99603
20040426,6,20040526,첫키스만 50번째,2004-04-15,36369,162947
20040426,7,20030371,태극기 휘날리며,2004-02-05,17934,2526869
20040426,8,20040533,인 더 컷,2004-04-30,15996,15996
20040426,9,20040544,스타스키와 허치,2004-04-30,10954,10954
20040426,10,20040521,더티 댄싱 - 하바나 나이트,2004-04-23,9942,23872
20040503,1,20040483,효자동 이발사,2004-05-05,303160,304603
20040503,2,20040488,아라한 장풍대작전,2004-04-30,235329,406401
20040503,3,20040487,범죄의 재구성,2004-04-15,115591,826887
20040503,4,20040481,어린 신부,2004-04-02,81189,924820
20040503,5,20040489,여자는 남자의 미래다,2004-05-05,58093,58703
20040503,6,20040525,패션 오브 크라이스트,2004-04-02,34054,821191
20040503,8,20040526,첫키스만 50번째,2004-04-15,12707,175654
20040503,9,20040543,스쿠비-두2 : 몬스터 대소동,2004-04-30,11388,18362
20040503,10,20030371,태극기 휘날리며,2004-02-05,9562,2536431
20040503,11,20040549,천공의 성 라퓨타,2004-04-30,9327,15432
20040510,1,20040483,효자동 이발사,2004-05-05,235501,540104
20040510,2,20040488,아라한 장풍대작전,2004-04-30,175363,581764
20040510,3,20040487,범죄의 재구성,2004-04-15,73860,900747
20040510,4,20040556,킬 빌2,2004-05-14,63610,63610
20040510,5,20040481,어린 신부,2004-04-02,48529,973349
20040510,6,20040553,새벽의 저주,2004-05-14,44236,44236
20040510,7,20040489,여자는 남자의 미래다,2004-05-05,42671,101374
20040510,8,20040525,패션 오브 크라이스트,2004-04-02,14025,835216
20040510,9,20030371,태극기 휘날리며,2004-02-05,6439,2542870
20040510,10,20040526,첫키스만 50번째,2004-04-15,5534,181188
20040517,1,20040555,트로이,2004-05-21,369619,369619
20040517,2,20040483,효자동 이발사,2004-05-05,112018,652122
20040517,3,20040488,아라한 장풍대작전,2004-04-30,101413,683177
20040517,4,20040484,하류인생,2004-05-21,92208,92208
20040517,5,20040556,킬 빌2,2004-05-14,47145,110755
20040517,6,20040553,새벽의 저주,2004-05-14,40834,85070
20040517,7,20040487,범죄의 재구성,2004-04-15,28633,929380
20040517,8,20040481,어린 신부,2004-04-02,14533,987882
20040517,9,20040489,여자는 남자의 미래다,2004-05-05,12938,114312
20040517,10,20040570,옹박 - 무에타이의 후예,2004-05-26,4780,4780
20040524,1,20040555,트로이,2004-05-21,542349,911968
20040524,2,20040484,하류인생,2004-05-21,93797,186005
20040524,3,20040569,디 아이2,2004-05-26,82282,82282
20040524,4,20040488,아라한 장풍대작전,2004-04-30,79952,763129
20040524,5,20040483,효자동 이발사,2004-05-05,69352,721474
20040524,6,20040570,옹박 - 무에타이의 후예,2004-05-26,49898,54678
20040524,7,20040556,킬 빌2,2004-05-14,21201,131956
20040524,8,20040553,새벽의 저주,2004-05-14,17316,102386
20040524,9,20040487,범죄의 재구성,2004-04-15,9490,938870
20040524,10,20040481,어린 신부,2004-04-02,2742,990624
20040531,1,20040568,내 여자친구를 소개합니다,2004-06-03,539430,539580
20040531,2,20040490,투모로우,2004-06-03,428275,428275
20040531,3,20040555,트로이,2004-05-21,425821,1337789
20040531,4,20040570,옹박 - 무에타이의 후예,2004-05-26,59214,113892
20040531,5,20040569,디 아이2,2004-05-26,55507,137789
20040531,6,20040488,아라한 장풍대작전,2004-04-30,36674,799803
20040531,7,20040484,하류인생,2004-05-21,32848,218853
20040531,8,20040483,효자동 이발사,2004-05-05,22022,743496
20040531,9,20040588,레이디킬러,2004-06-04,11859,11859
20040531,10,20040556,킬 빌2,2004-05-14,6052,138008
20040607,1,20040490,투모로우,2004-06-03,530849,959124
20040607,2,20040568,내 여자친구를 소개합니다,2004-06-03,434033,973613
20040607,3,20040555,트로이,2004-05-21,290835,1628624
20040607,4,20040589,페이스,2004-06-11,128443,128443
20040607,5,20040591,데스티네이션 2,2004-06-11,50501,50501
20040607,6,20040570,옹박 - 무에타이의 후예,2004-05-26,25921,139813
20040607,7,20040569,디 아이2,2004-05-26,11777,149566
20040607,8,20040559,나두야 간다,2004-06-25,11000,11000
20040607,9,20040588,레이디킬러,2004-06-04,10543,22402
20040607,10,20040488,아라한 장풍대작전,2004-04-30,8962,808765
20040614,1,20040566,슈렉2,2004-06-18,453595,453685
20040614,2,20040490,투모로우,2004-06-03,335205,1294329
20040614,3,20040568,내 여자친구를 소개합니다,2004-06-03,202809,1176422
20040614,4,20040571,령,2004-06-17,188805,188805
20040614,5,20040555,트로이,2004-05-21,177070,1805694
20040614,7,20040589,페이스,2004-06-11,90645,219088
20040614,8,20040591,데스티네이션 2,2004-06-11,30257,80758
20040614,9,20040582,내 남자 친구는 왕자님,2004-06-18,25843,25843
20040614,10,20040592,몬스터,2004-06-18,20420,20420
20040614,11,20040579,블러디 선데이,2004-06-18,18391,18391
20040621,1,20040566,슈렉2,2004-06-18,497822,951507
20040621,2,20040490,투모로우,2004-06-03,255234,1549563
20040621,3,20040571,령,2004-06-17,224314,413119
20040621,4,20040583,아는 여자,2004-06-25,130791,130791
20040621,6,20040555,트로이,2004-05-21,119959,1925653
20040621,7,20040568,내 여자친구를 소개합니다,2004-06-03,103327,1279749
20040621,8,20040559,나두야 간다,2004-06-25,86061,102983
20040621,9,20040592,몬스터,2004-06-18,28534,48954
20040621,10,20040582,내 남자 친구는 왕자님,2004-06-18,22132,47975
20040621,11,20040589,페이스,2004-06-11,19606,238694
20040628,1,20040491,스파이더맨 2,2004-06-30,643527,643527
20040628,2,20040566,슈렉2,2004-06-18,291303,1242810
20040628,3,20040515,인어 공주,2004-06-30,197834,197834
20040628,4,20040583,아는 여자,2004-06-25,170080,300871
20040628,5,20040490,투모로우,2004-06-03,153698,1703261
20040628,6,20040571,령,2004-06-17,101612,514731
20040628,8,20040559,나두야 간다,2004-06-25,67246,170229
20040628,9,20040555,트로이,2004-05-21,48749,1974402
20040628,10,20040568,내 여자친구를 소개합니다,2004-06-03,16805,1296554
20040628,11,20040579,블러디 선데이,2004-06-18,10842,47536
20040705,1,20040491,스파이더맨 2,2004-06-30,533974,1177501
20040705,2,20040595,"달마야, 서울 가자",2004-07-09,313650,313950
20040705,3,20040566,슈렉2,2004-06-18,240780,1483590
20040705,4,20040567,투 가이즈,2004-07-09,214637,214637
20040705,5,20040515,인어 공주,2004-06-30,172479,370313
20040705,6,20040583,아는 여자,2004-06-25,139232,440103
20040705,7,20040605,착신아리,2004-07-09,95339,95339
20040705,8,20040490,투모로우,2004-06-03,87669,1790930
20040705,10,20040571,령,2004-06-17,38379,553110
20040705,11,20040559,나두야 간다,2004-06-25,22416,192645
20040712,1,20040598,해리포터와 아즈카반의 죄수,2004-07-16,704652,704652
20040712,2,20040595,"달마야, 서울 가자",2004-07-09,287114,601064
20040712,3,20040585,내 남자의 로맨스,2004-07-16,265234,265234
20040712,4,20040567,투 가이즈,2004-07-09,258602,473239
20040712,5,20040491,스파이더맨 2,2004-06-30,239925,1417426
20040712,6,20040566,슈렉2,2004-06-18,124687,1608277
20040712,7,20040605,착신아리,2004-07-09,108152,203491
20040712,8,20040583,아는 여자,2004-06-25,78262,518365
20040712,9,20040515,인어 공주,2004-06-30,56696,427009
20040712,11,20040490,투모로우,2004-06-03,26898,1817828
20040719,1,20040598,해리포터와 아즈카반의 죄수,2004-07-16,537687,1242339
20040719,2,20040576,늑대의 유혹,2004-07-22,409593,415033
20040719,3,20040585,내 남자의 로맨스,2004-07-16,321276,586510
20040719,4,20040573,킹 아더,2004-07-23,281597,281597
20040719,5,20040498,그놈은 멋있었다,2004-07-22,161461,162444
20040719,6,20040595,"달마야, 서울 가자",2004-07-09,86848,687912
20040719,7,20040567,투 가이즈,2004-07-09,83318,556557
20040719,8,20040610,화씨 911,2004-07-22,74826,74826
20040719,9,20040491,스파이더맨 2,2004-06-30,72830,1490256
20040719,10,20040566,슈렉2,2004-06-18,39615,1647892
20040726,1,20040576,늑대의 유혹,2004-07-22,466146,881179
20040726,2,20040597,"아이, 로봇",2004-07-30,326066,326066
20040726,3,20040573,킹 아더,2004-07-23,303243,584840
20040726,4,20040580,반 헬싱,2004-07-30,278396,279236
20040726,5,20040598,해리포터와 아즈카반의 죄수,2004-07-16,277124,1519463
20040726,6,20040624,누구나 비밀은 있다,2004-07-30,214549,214549
20040726,7,20040498,그놈은 멋있었다,2004-07-22,153323,315767
20040726,8,20040585,내 남자의 로맨스,2004-07-16,144901,731411
20040726,9,20040614,인형사,2004-07-30,94390,94390
20040726,10,20040610,화씨 911,2004-07-22,70470,145296
20040802,1,20040597,"아이, 로봇",2004-07-30,423226,749292
20040802,2,20040580,반 헬싱,2004-07-30,352913,632149
20040802,3,20040612,신부수업,2004-08-05,314480,315108
20040802,4,20040593,분신사바,2004-08-05,279004,279004
20040802,5,20040576,늑대의 유혹,2004-07-22,259744,1140923
20040802,6,20040624,누구나 비밀은 있다,2004-07-30,223095,437644
20040802,7,20040598,해리포터와 아즈카반의 죄수,2004-07-16,172025,1691488
20040802,8,20040573,킹 아더,2004-07-23,169061,753901
20040802,9,20040625,얼굴 없는 미녀,2004-08-06,152353,152353
20040802,10,20040614,인형사,2004-07-30,94015,188405
20040809,1,20040596,바람의 파이터,2004-08-12,428675,428675
20040809,2,20040617,시실리 2km,2004-08-13,284516,284516
20040809,3,20040612,신부수업,2004-08-05,271100,586208
20040809,4,20040593,분신사바,2004-08-05,256929,535933
20040809,5,20040597,"아이, 로봇",2004-07-30,251338,1000630
20040809,6,20040580,반 헬싱,2004-07-30,175393,807542
20040809,7,20040618,리딕 - 헬리온 최후의 빛,2004-08-13,162421,162531
20040809,8,20040625,얼굴 없는 미녀,2004-08-06,158549,310902
20040809,9,20040576,늑대의 유혹,2004-07-22,105524,1246447
20040809,10,20040624,누구나 비밀은 있다,2004-07-30,86236,523880
20040816,1,20040596,바람의 파이터,2004-08-12,518990,947665
20040816,2,20040617,시실리 2km,2004-08-13,401186,685702
20040816,3,20040613,알포인트,2004-08-20,289646,289696
20040816,4,20040615,본 슈프리머시,2004-08-20,159687,161624
20040816,5,20040616,가필드,2004-08-19,113045,113045
20040816,6,20040618,리딕 - 헬리온 최후의 빛,2004-08-13,107815,270346
20040816,7,20040637,쓰리 몬스터,2004-08-20,95110,95110
20040816,8,20040597,"아이, 로봇",2004-07-30,85821,1086451
20040816,9,20040612,신부수업,2004-08-05,76879,663087
20040816,10,20040623,헬보이,2004-08-20,71528,71528
20040823,1,20040613,알포인트,2004-08-20,376307,666003
20040823,2,20040631,터미널,2004-08-27,315564,315564
20040823,3,20040617,시실리 2km,2004-08-13,298004,983706
20040823,4,20040596,바람의 파이터,2004-08-12,295032,1242697
20040823,5,20040615,본 슈프리머시,2004-08-20,152378,314002
20040823,6,20040616,가필드,2004-08-19,108586,221631
20040823,7,20040637,쓰리 몬스터,2004-08-20,70505,165615
20040823,8,20040623,헬보이,2004-08-20,37418,108946
20040823,9,20040600,프레디 대 제이슨-13일의 금요일11,2004-08-27,34652,34652
20040823,10,20040597,"아이, 로봇",2004-07-30,19035,1105486
20040830,1,20040631,터미널,2004-08-27,357022,672586
20040830,2,20040613,알포인트,2004-08-20,233349,899352
20040830,3,20040617,시실리 2km,2004-08-13,168962,1152668
20040830,4,20040554,가족,2004-09-03,168016,168016
20040830,5,20040659,돈 텔 파파,2004-09-03,142682,142682
20040830,6,20040596,바람의 파이터,2004-08-12,138371,1381068
20040830,7,20040648,에이리언 VS 프레데터,2004-09-03,98697,98697
20040830,8,20040581,퀸카로 살아남는 법,2004-09-03,47517,47517
20040830,9,20040615,본 슈프리머시,2004-08-20,46881,360883
20040830,10,20040608,거미숲,2004-09-03,42020,42055
20040906,1,20040640,연인,2004-09-10,430281,430281
20040906,2,20040554,가족,2004-09-03,278350,446366
20040906,3,20040631,터미널,2004-08-27,210344,882930
20040906,4,20040659,돈 텔 파파,2004-09-03,201757,344439
20040906,5,20040613,알포인트,2004-08-20,125997,1025349
20040906,6,20040617,시실리 2km,2004-08-13,85991,1238659
20040906,7,20040648,에이리언 VS 프레데터,2004-09-03,70171,168868
20040906,8,20040596,바람의 파이터,2004-08-12,51249,1432317
20040906,9,20040581,퀸카로 살아남는 법,2004-09-03,32159,79676
20040906,10,20040608,거미숲,2004-09-03,18427,60482
20040913,1,20040649,귀신이 산다,2004-09-17,433801,434211
20040913,2,20040640,연인,2004-09-10,308209,738490
20040913,3,20040554,가족,2004-09-03,238940,685306
20040913,4,20040642,80일간의 세계 일주,2004-09-17,139498,139498
20040913,5,20040619,슈퍼스타 감사용,2004-09-17,136190,136368
20040913,6,20040659,돈 텔 파파,2004-09-03,118252,462691
20040913,7,20040631,터미널,2004-08-27,80336,963266
20040913,8,20040613,알포인트,2004-08-20,35676,1061025
20040913,9,20040617,시실리 2km,2004-08-13,22965,1261624
20040913,10,20040648,에이리언 VS 프레데터,2004-09-03,11527,180395
20040920,1,20040649,귀신이 산다,2004-09-17,476646,910857
20040920,2,20040554,가족,2004-09-03,184066,869372
20040920,3,20040619,슈퍼스타 감사용,2004-09-17,179157,315525
20040920,4,20040651,꽃피는 봄이 오면,2004-09-23,136488,136488
20040920,5,20040640,연인,2004-09-10,136336,874826
20040920,6,20040642,80일간의 세계 일주,2004-09-17,125983,265481
20040920,7,20040650,빌리지,2004-09-24,105321,105321
20040920,8,20040669,캣우먼,2004-09-24,64847,64847
20040920,9,20040670,맨 온 파이어,2004-09-24,58065,58065
20040920,10,20040659,돈 텔 파파,2004-09-03,44392,507083
20040927,1,20040649,귀신이 산다,2004-09-17,658802,1569659
20040927,2,20040554,가족,2004-09-03,280272,1149644
20040927,3,20040651,꽃피는 봄이 오면,2004-09-23,277974,414462
20040927,4,20040619,슈퍼스타 감사용,2004-09-17,242370,557895
20040927,5,20040650,빌리지,2004-09-24,207426,312747
20040927,6,20040642,80일간의 세계 일주,2004-09-17,176008,441489
20040927,7,20040670,맨 온 파이어,2004-09-24,141315,199380
20040927,8,20040640,연인,2004-09-10,135916,1010742
20040927,9,20040669,캣우먼,2004-09-24,109127,173974
20040927,10,20040676,스텝포드 와이프,2004-10-01,55364,55364
20041004,1,20040628,우리 형,2004-10-08,487280,487280
20041004,2,20040649,귀신이 산다,2004-09-17,175106,1744765
20041004,3,20040656,세상의 중심에서 사랑을 외치다,2004-10-08,109704,110069
20041004,4,20040554,가족,2004-09-03,77074,1226718
20041004,5,20040676,스텝포드 와이프,2004-10-01,74284,129648
20041004,6,20040651,꽃피는 봄이 오면,2004-09-23,64170,478632
20041004,7,20040670,맨 온 파이어,2004-09-24,60959,260339
20041004,8,20040619,슈퍼스타 감사용,2004-09-17,54630,612525
20041004,9,20040650,빌리지,2004-09-24,51847,364594
20041004,10,20040642,80일간의 세계 일주,2004-09-17,28167,469656
20041011,1,20040628,우리 형,2004-10-08,636778,1124058
20041011,2,20040655,콜래트럴,2004-10-15,210152,210152
20041011,3,20040656,세상의 중심에서 사랑을 외치다,2004-10-08,122217,232286
20041011,4,20040649,귀신이 산다,2004-09-17,97626,1842391
20041011,5,20040690,2046,2004-10-15,57143,57143
20041011,6,20040688,빈집,2004-10-15,36933,37685
20041011,7,20040670,맨 온 파이어,2004-09-24,34557,294896
20041011,8,20040554,가족,2004-09-03,33999,1260717
20041011,9,20040676,스텝포드 와이프,2004-10-01,32647,162295
20041011,10,20040651,꽃피는 봄이 오면,2004-09-23,16555,495187
20041018,1,20040641,S 다이어리,2004-10-22,426646,426701
20041018,2,20040628,우리 형,2004-10-08,370851,1494909
20041018,3,20040655,콜래트럴,2004-10-15,215456,425608
20041018,4,20040658,썸,2004-10-22,97951,97951
20041018,5,20040656,세상의 중심에서 사랑을 외치다,2004-10-08,61393,293679
20041018,6,20040690,2046,2004-10-15,47851,104994
20041018,7,20040689,비포 선셋,2004-10-22,45695,45695
20041018,8,20040680,21 그램,2004-10-23,31181,31181
20041018,9,20040688,빈집,2004-10-15,29294,66979
20041018,10,20040649,귀신이 산다,2004-09-17,27928,1870319
20041025,1,20040671,주홍글씨,2004-10-29,427637,427637
20041025,2,20040641,S 다이어리,2004-10-22,404539,831240
20041025,3,20040628,우리 형,2004-10-08,180028,1674937
20041025,4,20040655,콜래트럴,2004-10-15,102141,527749
20041025,5,20040658,썸,2004-10-22,100836,198787
20041025,6,20040695,이프 온리,2004-10-29,87412,87626
20041025,7,20040685,프린세스 다이어리 2,2004-10-29,60855,60855
20041025,8,20040689,비포 선셋,2004-10-22,41519,87214
20041025,9,20040680,21 그램,2004-10-23,22971,54152
20041025,10,20040656,세상의 중심에서 사랑을 외치다,2004-10-08,18166,311845
20041101,1,20040673,내 머리 속의 지우개,2004-11-05,463193,463193
20041101,2,20040671,주홍글씨,2004-10-29,367312,794949
20041101,3,20040641,S 다이어리,2004-10-22,175095,1006335
20041101,4,20040695,이프 온리,2004-10-29,155517,243143
20041101,5,20040696,레지던트 이블 2-아포칼립스,2004-11-05,124026,124026
20041101,6,20040628,우리 형,2004-10-08,76981,1751918
20041101,7,20040685,프린세스 다이어리 2,2004-10-29,52661,113516
20041101,8,20040655,콜래트럴,2004-10-15,40978,568727
20041101,9,20040658,썸,2004-10-22,34060,232847
